[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 13:46:14"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
4.134793121E+3	0.000000000E+0	-51.906558970E-12	2.000000000E+0	149.925360000E-9	615.848723364E-12	13.339971303E+6	54.796628780E+3	42.888606441E-9	702.338793700E-3	651.786335700E-3	6.971352153E-3	3.796479185E-3	4.684589676E+6	4.347405507E+6	46.498818831E+3	25.322461689E+3
4.141634836E+3	0.000000000E+0	-55.909578934E-12	2.200000048E+0	157.970620000E-9	632.014240019E-12	13.926640585E+6	55.718178261E+3	40.226290409E-9	763.035877000E-3	720.583942233E-3	4.632216383E-3	3.488301962E-3	4.830239174E+6	4.561506071E+6	29.323277852E+3	22.081966649E+3
4.148536059E+3	0.000000000E+0	-59.620827430E-12	2.400000095E+0	163.757610000E-9	806.328301560E-12	14.655808029E+6	72.163930553E+3	28.934943101E-9	827.374402100E-3	788.436849033E-3	2.788417812E-3	2.627698515E-3	5.052433301E+6	4.814657768E+6	17.027714388E+3	16.046268108E+3
4.155382254E+3	0.000000000E+0	-58.534648367E-12	2.599999905E+0	170.524590000E-9	727.966006856E-12	15.247067327E+6	65.089420349E+3	33.834932268E-9	897.153218467E-3	849.892225033E-3	6.640804623E-3	2.843096889E-3	5.261136933E+6	4.983986327E+6	38.943384194E+3	16.672650491E+3
4.162224969E+3	0.000000000E+0	-66.161782216E-12	2.799999952E+0	176.350633333E-9	776.197395056E-12	15.877459011E+6	69.883742925E+3	29.130209721E-9	949.683444100E-3	926.527185000E-3	6.530685615E-3	4.061065332E-3	5.385200076E+6	5.253892019E+6	37.032391048E+3	23.028356944E+3
4.169095485E+3	0.000000000E+0	-68.201777472E-12	3.000000000E+0	180.816203333E-9	852.352813255E-12	16.591433426E+6	78.210661966E+3	22.327844677E-9	1.018726591E+0	1.003215241E+0	5.421495023E-3	3.886196541E-3	5.634044805E+6	5.548259630E+6	29.983457913E+3	21.492523728E+3
4.175918009E+3	0.000000000E+0	-60.291393116E-12	3.200000048E+0	184.240900000E-9	731.585836291E-12	17.368565002E+6	68.967293105E+3	17.123479251E-9	1.089294644E+0	1.063852308E+0	2.875546840E-3	4.656435162E-3	5.912338921E+6	5.774246155E+6	15.607537959E+3	25.273623617E+3
4.182774508E+3	0.000000000E+0	-55.906411849E-12	3.400000095E+0	190.225333333E-9	673.035433475E-12	17.873539953E+6	63.238294811E+3	29.922159533E-9	1.159118296E+0	1.150621649E+0	5.114671235E-3	3.716315718E-3	6.093396058E+6	6.048729834E+6	26.887434736E+3	19.536386944E+3
4.189606645E+3	0.000000000E+0	-57.235550732E-12	3.599999905E+0	192.249553333E-9	1.343110849E-9	18.725660696E+6	130.822868534E+3	10.121109652E-9	1.215416235E+0	1.217617873E+0	5.321346844E-3	5.691256637E-3	6.322075729E+6	6.333527710E+6	27.679371688E+3	29.603484318E+3
4.196426330E+3	0.000000000E+0	-67.365318590E-12	3.799999952E+0	196.394360000E-9	944.976158648E-12	19.348824235E+6	93.099300813E+3	20.724028392E-9	1.283859615E+0	1.297976728E+0	4.807176269E-3	4.890714666E-3	6.537151145E+6	6.609032600E+6	24.477160491E+3	24.902520958E+3
4.203301115E+3	0.000000000E+0	-49.989318067E-12	4.000000000E+0	198.462656667E-9	848.460090169E-12	20.154925199E+6	86.165578650E+3	10.341480868E-9	1.330489921E+0	1.378754796E+0	4.173348728E-3	3.758262139E-3	6.703981209E+6	6.947174945E+6	21.028382860E+3	18.936873075E+3
4.210135624E+3	0.000000000E+0	-56.270050222E-12	4.199999809E+0	200.457376667E-9	781.008058011E-12	20.952084074E+6	81.632049498E+3	9.973609512E-9	1.401737793E+0	1.455259797E+0	9.611390206E-3	7.362483356E-3	6.992697482E+6	7.259696903E+6	47.947301147E+3	36.728423164E+3
4.217001535E+3	0.000000000E+0	-61.418172458E-12	4.400000095E+0	202.902413333E-9	964.307140130E-12	21.685301930E+6	103.060831771E+3	12.225165845E-9	1.479678018E+0	1.534264819E+0	5.916123986E-3	3.358960902E-3	7.292559972E+6	7.561589798E+6	29.157484572E+3	16.554563581E+3
4.223825282E+3	0.000000000E+0	-66.852487001E-12	4.599999905E+0	204.978936667E-9	860.438674199E-12	22.441329726E+6	94.201815615E+3	10.382626568E-9	1.537513823E+0	1.611480597E+0	4.710132718E-3	4.318849320E-3	7.500838124E+6	7.861688732E+6	22.978618165E+3	21.069722531E+3
4.230640178E+3	0.000000000E+0	-57.145168921E-12	4.800000191E+0	207.701533333E-9	854.915750773E-12	23.110085485E+6	95.122918767E+3	13.612963860E-9	1.599771041E+0	1.682294914E+0	6.110136355E-3	3.361666257E-3	7.702259174E+6	8.099578694E+6	29.417868306E+3	16.185081558E+3
4.237498953E+3	0.000000000E+0	-53.093749565E-12	5.000000000E+0	210.449080000E-9	825.919344146E-12	23.758716360E+6	93.242429162E+3	13.737746435E-9	1.672937807E+0	1.739225126E+0	6.043694091E-3	6.358056722E-3	7.949370969E+6	8.264351291E+6	28.718082736E+3	30.211853254E+3
4.244332334E+3	0.000000000E+0	-46.197383043E-12	5.199999809E+0	213.204646667E-9	967.307189995E-12	24.389711437E+6	110.655858603E+3	13.777846473E-9	1.747100281E+0	1.812404665E+0	5.346492154E-3	4.632075954E-3	8.194475630E+6	8.500774692E+6	25.076808773E+3	21.725961541E+3
4.251170167E+3	0.000000000E+0	-63.486593008E-12	5.400000095E+0	214.551280000E-9	1.148770552E-9	25.168808573E+6	134.761191394E+3	6.733157035E-9	1.823446028E+0	1.893418870E+0	4.528340686E-3	8.187251483E-3	8.498882075E+6	8.825017822E+6	21.106099604E+3	38.159881790E+3
4.258036292E+3	0.000000000E+0	-76.994011282E-12	5.599999905E+0	217.157303333E-9	1.148841466E-9	25.787757624E+6	136.426658521E+3	13.030129093E-9	1.900943560E+0	1.954086932E+0	8.182258420E-3	4.185872494E-3	8.753762967E+6	8.998485901E+6	37.678946526E+3	19.275761991E+3
4.264868965E+3	0.000000000E+0	-50.212201353E-12	5.800000191E+0	217.979463333E-9	1.190444798E-9	26.608012067E+6	145.313549630E+3	4.110794119E-9	1.954282414E+0	2.036507834E+0	7.304651734E-3	6.049443456E-3	8.965442819E+6	9.342659181E+6	33.510733639E+3	27.752355031E+3
4.271693060E+3	0.000000000E+0	-52.399743398E-12	6.000000000E+0	221.425903333E-9	912.999731648E-12	27.097100699E+6	111.728778315E+3	17.232216434E-9	2.062331996E+0	2.098488475E+0	7.148139847E-3	5.047732227E-3	9.313869627E+6	9.477158919E+6	32.282310872E+3	22.796484741E+3
4.278530650E+3	0.000000000E+0	-61.233796910E-12	6.199999809E+0	221.633516667E-9	850.021050077E-12	27.974107448E+6	107.287835095E+3	1.038067657E-9	2.131826758E+0	2.186550267E+0	6.883206518E-3	5.277972325E-3	9.618702036E+6	9.865611935E+6	31.056703973E+3	23.813962816E+3
4.285348859E+3	0.000000000E+0	-69.264834204E-12	6.400000095E+0	223.754576667E-9	885.902508719E-12	28.602767330E+6	113.245787913E+3	10.605284829E-9	2.211080781E+0	2.260144340E+0	6.691865908E-3	4.119839868E-3	9.881723152E+6	10.100997146E+6	29.907168861E+3	18.412315535E+3
4.292223938E+3	0.000000000E+0	-61.862131939E-12	6.599999905E+0	224.591536667E-9	1.350379263E-9	29.386681273E+6	176.690384577E+3	4.184803991E-9	2.291032561E+0	2.346650140E+0	9.323382239E-3	4.019920255E-3	10.200885550E+6	10.448524353E+6	41.512616089E+3	17.898805605E+3
4.299050148E+3	0.000000000E+0	-60.062000049E-12	6.800000191E+0	226.985446667E-9	1.153024418E-9	29.957868624E+6	152.177835748E+3	11.969532877E-9	2.361252671E+0	2.414979246E+0	7.745274205E-3	6.441192882E-3	10.402661077E+6	10.639357200E+6	34.122338321E+3	28.377118342E+3
4.305873387E+3	0.000000000E+0	-55.816287876E-12	7.000000000E+0	227.370246667E-9	809.573714875E-12	30.786789840E+6	109.619337557E+3	1.924001835E-9	2.447709442E+0	2.481037520E+0	7.962818708E-3	5.321681018E-3	10.765302313E+6	10.911882959E+6	35.021375158E+3	23.405353584E+3
4.312697484E+3	0.000000000E+0	-61.946161626E-12	7.199999809E+0	231.588176667E-9	1.367457204E-9	31.089669226E+6	183.574968200E+3	21.089670113E-9	2.564924634E+0	2.542201107E+0	9.264993361E-3	6.145096500E-3	11.075369523E+6	10.977249112E+6	40.006331474E+3	26.534586472E+3
4.319535262E+3	0.000000000E+0	-63.235123070E-12	7.400000095E+0	227.930013333E-9	1.257438612E-9	32.466106535E+6	179.108206705E+3	-18.290790501E-9	2.636605771E+0	2.600148166E+0	8.170185486E-3	10.961161766E-3	11.567611182E+6	11.407660308E+6	35.845149860E+3	48.090032574E+3
4.326357350E+3	0.000000000E+0	-82.524160133E-12	7.599999905E+0	229.559213333E-9	1.124367228E-9	33.106926071E+6	162.155733768E+3	8.146007769E-9	2.714233141E+0	2.672882017E+0	7.506981686E-3	7.636659763E-3	11.823673297E+6	11.643540585E+6	32.701722473E+3	33.266622811E+3
4.333236553E+3	0.000000000E+0	-60.131046843E-12	7.800000191E+0	228.073710000E-9	1.245907463E-9	34.199470823E+6	186.822829954E+3	-7.427506042E-9	2.787884829E+0	2.733857335E+0	8.573062649E-3	6.627143447E-3	12.223613275E+6	11.986727164E+6	37.588999843E+3	29.057024798E+3
4.340065298E+3	0.000000000E+0	-77.398226803E-12	8.000000000E+0	231.279926667E-9	2.166298443E-9	34.590118197E+6	323.990586889E+3	16.031098622E-9	2.851363589E+0	2.788654047E+0	9.712344463E-3	6.299480804E-3	12.328625446E+6	12.057484137E+6	41.993892867E+3	27.237473198E+3
4.346905663E+3	0.000000000E+0	-68.049602556E-12	8.199999809E+0	231.637446667E-9	1.223304390E-9	35.400147633E+6	186.952311134E+3	1.787601705E-9	2.934768389E+0	2.868129304E+0	9.860217328E-3	5.499335707E-3	12.669663005E+6	12.381975996E+6	42.567458196E+3	23.741134198E+3
4.353741763E+3	0.000000000E+0	-65.726248836E-12	8.399999619E+0	233.498243333E-9	1.511830515E-9	35.974573079E+6	232.924481823E+3	9.303992206E-9	3.005793258E+0	2.913342242E+0	4.589948976E-3	7.318286671E-3	12.872873109E+6	12.476934303E+6	19.657316948E+3	31.341934596E+3
4.360556893E+3	0.000000000E+0	-55.526171768E-12	8.600000381E+0	231.770293333E-9	987.760804821E-12	37.105706076E+6	158.137445354E+3	-8.639717042E-9	3.072281787E+0	2.951649918E+0	8.792076306E-3	5.554056278E-3	13.255718593E+6	12.735238307E+6	37.934440084E+3	23.963624494E+3
4.367420539E+3	0.000000000E+0	-52.376476911E-12	8.800000191E+0	234.758543333E-9	1.479225475E-9	37.485324563E+6	236.196929176E+3	14.941264249E-9	3.161408622E+0	3.015066194E+0	10.406779746E-3	7.125687093E-3	13.466639284E+6	12.843265045E+6	44.329716816E+3	30.353259958E+3
4.374232100E+3	0.000000000E+0	-80.616848671E-12	9.000000000E+0	236.270213333E-9	1.341785355E-9	38.091978980E+6	216.325447086E+3	7.558357208E-9	3.224354276E+0	3.071356079E+0	11.869951521E-3	5.367971188E-3	13.646892810E+6	12.999336802E+6	50.238882650E+3	22.719627297E+3
4.381053589E+3	0.000000000E+0	-61.379400636E-12	9.199999809E+0	238.087533333E-9	1.390890847E-9	38.641249630E+6	225.739498776E+3	9.086608666E-9	3.286812606E+0	3.110339724E+0	8.397922348E-3	7.547098082E-3	13.805059676E+6	13.063849588E+6	35.272415276E+3	31.698837721E+3
4.387883067E+3	0.000000000E+0	-55.782745726E-12	9.399999619E+0	239.798403333E-9	1.105403452E-9	39.199592190E+6	180.699136976E+3	8.554358158E-9	3.356175288E+0	3.173044479E+0	12.157024287E-3	10.172304515E-3	13.995819993E+6	13.232133472E+6	50.696852515E+3	42.420234554E+3
4.394725668E+3	0.000000000E+0	-66.524029977E-12	9.600000381E+0	238.000996667E-9	1.405495267E-9	40.335967143E+6	238.200728935E+3	-8.986999051E-9	3.446223046E+0	3.225894890E+0	13.117027057E-3	5.349960746E-3	14.479868126E+6	13.554123451E+6	55.113328266E+3	22.478732531E+3
4.401588175E+3	0.000000000E+0	-45.244412990E-12	9.800000191E+0	239.323103333E-9	1.338947794E-9	40.948826312E+6	229.097566890E+3	6.610539638E-9	3.559639883E+0	3.284569877E+0	9.994394901E-3	4.984395005E-3	14.873782904E+6	13.724416204E+6	41.761095197E+3	20.827053199E+3
4.408417661E+3	0.000000000E+0	-53.920827120E-12	10.000000000E+0	237.853740000E-9	1.482322548E-9	42.042643517E+6	262.012943215E+3	-7.346823673E-9	3.611536711E+0	3.351535290E+0	7.964396703E-3	6.675019596E-3	15.183855049E+6	14.090740345E+6	33.484429139E+3	28.063546936E+3
