[Main]
Experiment = "RvsT"
Header length = 62    
Date = "20201218 16:26:13"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Temperature]
Initial temperature (K) = 3.000000E+2
Final temperature (K) = 4.000000E+2
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = FALSE
Go to other temperature at finish = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration3]
Voltage meter = "Keithley 6430"
Auto-range = "Manual"
GPIB = "GPIB0::9::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial current (A) = 1.000000E-9
Final current (A) = 1.000000E-9
Current step (A) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 6.000000E+1
Output limit (V) = 10.000000
Auto-range = 1
Manual range (A) = 0.000001
Check output compliance = "Skip data"
Inital delay (s) = 0.000000
Time (s)	Temperature (K)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
2.173248352E+3	309.970200000E+0	1.000000000E-9	474.115292500E-9	54.447326583E-9	2.099976383E+0	1.592225919E-6	1.209614979E-6	703.073090983E-6	474.115292500E+0	54.447326583E+0	2.099976383E+9	1.592225919E+3	1.209614979E+3	703.073090983E+3
2.355996965E+3	310.954100000E+0	1.000000000E-9	-218.823054833E-9	-18.149161383E-9	1.939301617E+0	1.637386357E-6	1.008697916E-6	800.217040242E-6	-218.823054833E+0	-18.149161383E+0	1.939301617E+9	1.637386357E+3	1.008697916E+3	800.217040242E+3
2.539676587E+3	311.977800000E+0	1.000000000E-9	173.233558133E-9	1.016348671E-6	1.798510633E+0	1.724460769E-6	990.288094939E-9	783.244724751E-6	173.233558133E+0	1.016348671E+3	1.798510633E+9	1.724460769E+3	990.288094939E+0	783.244724751E+3
2.722452816E+3	312.915100000E+0	1.000000000E-9	610.877220917E-9	208.713916833E-9	1.660716217E+0	1.482010411E-6	1.161765357E-6	647.123805419E-6	610.877220917E+0	208.713916833E+0	1.660716217E+9	1.482010411E+3	1.161765357E+3	647.123805419E+3
2.906080884E+3	313.974500000E+0	1.000000000E-9	784.113120517E-9	-362.982348733E-9	1.534155567E+0	1.624308968E-6	1.093939449E-6	551.278205419E-6	784.113120517E+0	-362.982348733E+0	1.534155567E+9	1.624308968E+3	1.093939449E+3	551.278205419E+3
3.089061658E+3	314.930600000E+0	1.000000000E-9	36.471580933E-9	-108.893272400E-9	1.415157983E+0	1.658260910E-6	1.097981371E-6	784.945533655E-6	36.471580933E+0	-108.893272400E+0	1.415157983E+9	1.658260910E+3	1.097981371E+3	784.945533655E+3
3.271666469E+3	315.928300000E+0	1.000000000E-9	127.646465400E-9	-916.528779267E-9	1.307218600E+0	1.433279019E-6	863.652386288E-9	536.948232698E-6	127.646465400E+0	-916.528779267E+0	1.307218600E+9	1.433279019E+3	863.652386288E+0	536.948232698E+3
3.455582769E+3	316.974400000E+0	1.000000000E-9	1.057638462E-6	-18.148345050E-9	1.207118050E+0	1.707925625E-6	952.043390013E-9	662.327662252E-6	1.057638462E+3	-18.148345050E+0	1.207118050E+9	1.707925625E+3	952.043390013E+0	662.327662252E+3
3.639200185E+3	317.979900000E+0	1.000000000E-9	-1.075875495E-6	535.397151267E-9	1.114281867E+0	1.773144922E-6	1.137460952E-6	583.734577930E-6	-1.075875495E+3	535.397151267E+0	1.114281867E+9	1.773144922E+3	1.137460952E+3	583.734577930E+3
3.821932098E+3	318.921800000E+0	1.000000000E-9	-54.703961283E-9	-154.267635667E-9	1.031600600E+0	1.765756938E-6	966.430397219E-9	616.995493566E-6	-54.703961283E+0	-154.267635667E+0	1.031600600E+9	1.765756938E+3	966.430397219E+0	616.995493566E+3
4.004949038E+3	319.943000000E+0	1.000000000E-9	-501.467518583E-9	-671.515527833E-9	951.829168333E-3	1.635599281E-6	976.776354217E-9	477.323391773E-6	-501.467518583E+0	-671.515527833E+0	951.829168333E+6	1.635599281E+3	976.776354217E+0	477.323391773E+3
4.188697325E+3	320.980200000E+0	1.000000000E-9	419.408503350E-9	-326.683999067E-9	880.482355000E-3	1.439027509E-6	899.407051262E-9	623.372454790E-6	419.408503350E+0	-326.683999067E+0	880.482355000E+6	1.439027509E+3	899.407051262E+0	623.372454790E+3
4.371465679E+3	321.916500000E+0	1.000000000E-9	164.114596400E-9	853.005988567E-9	814.670085000E-3	1.551743933E-6	1.058799969E-6	407.613457656E-6	164.114596400E+0	853.005988567E+0	814.670085000E+6	1.551743933E+3	1.058799969E+3	407.613457656E+3
4.554025305E+3	322.913000000E+0	1.000000000E-9	346.468041333E-9	444.652601833E-9	754.349675000E-3	1.493916819E-6	1.324577503E-6	434.969634731E-6	346.468041333E+0	444.652601833E+0	754.349675000E+6	1.493916819E+3	1.324577503E+3	434.969634731E+3
4.737581961E+3	323.959000000E+0	1.000000000E-9	601.760334650E-9	99.819152800E-9	701.747440000E-3	1.859690066E-6	1.054769700E-6	2.345140852E-3	601.760334650E+0	99.819152800E+0	701.747440000E+6	1.859690066E+3	1.054769700E+3	2.345140852E+6
4.921191160E+3	324.965700000E+0	1.000000000E-9	118.529672800E-9	-199.639077833E-9	645.036618333E-3	1.547415319E-6	1.308661857E-6	445.315140859E-6	118.529672800E+0	-199.639077833E+0	645.036618333E+6	1.547415319E+3	1.308661857E+3	445.315140859E+3
5.105163394E+3	325.975300000E+0	1.000000000E-9	173.233176767E-9	-490.026083983E-9	594.936450000E-3	1.452944570E-6	1.220831770E-6	513.860349583E-6	173.233176767E+0	-490.026083983E+0	594.936450000E+6	1.452944570E+3	1.220831770E+3	513.860349583E+3
5.289076325E+3	326.964600000E+0	1.000000000E-9	446.760062350E-9	90.745828583E-9	549.374150000E-3	1.712450700E-6	1.182262637E-6	382.604167650E-6	446.760062350E+0	90.745828583E+0	549.374150000E+6	1.712450700E+3	1.182262637E+3	382.604167650E+3
5.472804464E+3	327.958700000E+0	1.000000000E-9	227.938282367E-9	-108.893367883E-9	507.335136667E-3	1.733613167E-6	1.086751955E-6	329.174885845E-6	227.938282367E+0	-108.893367883E+0	507.335136667E+6	1.733613167E+3	1.086751955E+3	329.174885845E+3
5.656603451E+3	328.957000000E+0	1.000000000E-9	136.763046733E-9	-81.670771650E-9	468.699315000E-3	1.697116267E-6	913.504153938E-9	421.612658606E-6	136.763046733E+0	-81.670771650E+0	468.699315000E+6	1.697116267E+3	913.504153938E+0	421.612658606E+3
5.839447546E+3	329.925900000E+0	1.000000000E-9	838.818216450E-9	-335.758009250E-9	433.258003333E-3	1.782432184E-6	1.113849077E-6	496.273040416E-6	838.818216450E+0	-335.758009250E+0	433.258003333E+6	1.782432184E+3	1.113849077E+3	496.273040416E+3
6.023373021E+3	330.948500000E+0	1.000000000E-9	-246.172495850E-9	-426.502231550E-9	400.736618333E-3	1.681640154E-6	999.705560154E-9	475.763891372E-6	-246.172495850E+0	-426.502231550E+0	400.736618333E+6	1.681640154E+3	999.705560154E+0	475.763891372E+3
6.207007095E+3	331.954500000E+0	1.000000000E-9	665.582465433E-9	54.448044417E-9	371.228881667E-3	1.900580323E-6	1.111245990E-6	279.311017454E-6	665.582465433E+0	54.448044417E+0	371.228881667E+6	1.900580323E+3	1.111245990E+3	279.311017454E+3
6.390788610E+3	332.959000000E+0	1.000000000E-9	-838.815894783E-9	-9.074005350E-9	343.507705000E-3	1.805441644E-6	952.938070414E-9	356.348176712E-6	-838.815894783E+0	-9.074005350E+0	343.507705000E+6	1.805441644E+3	952.938070414E+0	356.348176712E+3
6.574668726E+3	333.970900000E+0	1.000000000E-9	-227.938046733E-9	81.672553583E-9	317.996296667E-3	1.633074004E-6	894.659483061E-9	281.908070652E-6	-227.938046733E+0	81.672553583E+0	317.996296667E+6	1.633074004E+3	894.659483061E+0	281.908070652E+3
6.758573387E+3	334.959400000E+0	1.000000000E-9	629.112816850E-9	-226.865012183E-9	294.918446667E-3	1.545635061E-6	922.413557610E-9	424.800214408E-6	629.112816850E+0	-226.865012183E+0	294.918446667E+6	1.545635061E+3	922.413557610E+0	424.800214408E+3
6.942505817E+3	335.941500000E+0	1.000000000E-9	109.409135967E-9	-372.056312483E-9	273.490223333E-3	1.792439729E-6	1.029263510E-6	410.959053949E-6	109.409135967E+0	-372.056312483E+0	273.490223333E+6	1.792439729E+3	1.029263510E+3	410.959053949E+3
7.126246824E+3	336.938900000E+0	1.000000000E-9	674.700302483E-9	-362.982379650E-9	253.354733333E-3	1.905009728E-6	1.126171268E-6	287.205349620E-6	674.700302483E+0	-362.982379650E+0	253.354733333E+6	1.905009728E+3	1.126171268E+3	287.205349620E+3
7.309190198E+3	337.912500000E+0	1.000000000E-9	474.114179433E-9	-390.204666850E-9	235.078498333E-3	1.655354774E-6	1.184997555E-6	326.631362689E-6	474.114179433E+0	-390.204666850E+0	235.078498333E+6	1.655354774E+3	1.184997555E+3	326.631362689E+3
7.493206435E+3	338.970100000E+0	1.000000000E-9	474.115391650E-9	63.522705533E-9	217.972070000E-3	1.608989166E-6	1.031248521E-6	427.855545635E-6	474.115391650E+0	63.522705533E+0	217.972070000E+6	1.608989166E+3	1.031248521E+3	427.855545635E+3
7.677103839E+3	339.963300000E+0	1.000000000E-9	1.121461323E-6	-54.446578550E-9	202.170796667E-3	1.681640824E-6	992.694132514E-9	334.463885135E-6	1.121461323E+3	-54.446578550E+0	202.170796667E+6	1.681640824E+3	992.694132514E+0	334.463885135E+3
7.860960554E+3	340.953200000E+0	1.000000000E-9	455.879049267E-9	245.012547267E-9	187.978965000E-3	1.785903247E-6	1.168201150E-6	301.648743451E-6	455.879049267E+0	245.012547267E+0	187.978965000E+6	1.785903247E+3	1.168201150E+3	301.648743451E+3
8.044710444E+3	341.931500000E+0	1.000000000E-9	-446.762342333E-9	154.267868117E-9	174.548391667E-3	1.720467836E-6	1.085968624E-6	340.832313525E-6	-446.762342333E+0	154.267868117E+0	174.548391667E+6	1.720467836E+3	1.085968624E+3	340.832313525E+3
8.228646450E+3	342.924300000E+0	1.000000000E-9	145.880800267E-9	81.670687117E-9	162.220926667E-3	1.725359123E-6	1.203260576E-6	330.644405547E-6	145.880800267E+0	81.670687117E+0	162.220926667E+6	1.725359123E+3	1.203260576E+3	330.644405547E+3
8.412567623E+3	343.943100000E+0	1.000000000E-9	282.644288667E-9	453.727945217E-9	150.396165000E-3	1.596002930E-6	1.158682654E-6	337.523712390E-6	282.644288667E+0	453.727945217E+0	150.396165000E+6	1.596002930E+3	1.158682654E+3	337.523712390E+3
8.596085639E+3	344.920800000E+0	1.000000000E-9	72.940419833E-9	117.968923117E-9	140.055821667E-3	1.725956977E-6	1.202127614E-6	168.007068988E-6	72.940419833E+0	117.968923117E+0	140.055821667E+6	1.725956977E+3	1.202127614E+3	168.007068988E+3
8.779969312E+3	345.961900000E+0	1.000000000E-9	-109.411356650E-9	81.671229183E-9	130.952161667E-3	1.620917110E-6	912.758171501E-9	396.197071377E-6	-109.411356650E+0	81.671229183E+0	130.952161667E+6	1.620917110E+3	912.758171501E+0	396.197071377E+3
8.963871002E+3	346.953200000E+0	1.000000000E-9	756.759645967E-9	163.341576850E-9	121.475698333E-3	1.718467182E-6	1.211305037E-6	244.219604516E-6	756.759645967E+0	163.341576850E+0	121.475698333E+6	1.718467182E+3	1.211305037E+3	244.219604516E+3
9.148921802E+3	347.958500000E+0	1.000000000E-9	136.764942917E-9	-172.415580800E-9	112.946716667E-3	1.807061357E-6	1.091602167E-6	168.929503830E-6	136.764942917E+0	-172.415580800E+0	112.946716667E+6	1.807061357E+3	1.091602167E+3	168.929503830E+3
9.332948939E+3	348.947100000E+0	1.000000000E-9	118.528350533E-9	235.939636483E-9	105.154004167E-3	1.566416036E-6	1.091133549E-6	188.224104123E-6	118.528350533E+0	235.939636483E+0	105.154004167E+6	1.566416036E+3	1.091133549E+3	188.224104123E+3
9.516603836E+3	349.922500000E+0	1.000000000E-9	-492.350244033E-9	317.608904767E-9	98.091512000E-3	1.788597087E-6	983.209966440E-9	215.364231882E-6	-492.350244033E+0	317.608904767E+0	98.091512000E+6	1.788597087E+3	983.209966440E+0	215.364231882E+3
9.700387975E+3	350.935200000E+0	1.000000000E-9	-537.936485050E-9	-27.224189517E-9	91.586121000E-3	1.799046966E-6	1.161766972E-6	173.758670470E-6	-537.936485050E+0	-27.224189517E+0	91.586121000E+6	1.799046966E+3	1.161766972E+3	173.758670470E+3
9.884137763E+3	351.918900000E+0	1.000000000E-9	127.645254133E-9	-163.342420267E-9	85.749701000E-3	1.585731733E-6	865.820471111E-9	241.601595082E-6	127.645254133E+0	-163.342420267E+0	85.749701000E+6	1.585731733E+3	865.820471111E+0	241.601595082E+3
10.069174230E+3	352.983600000E+0	1.000000000E-9	100.293631950E-9	-308.534318200E-9	80.106262333E-3	1.520958485E-6	1.075405913E-6	172.142048017E-6	100.293631950E+0	-308.534318200E+0	80.106262333E+6	1.520958485E+3	1.075405913E+3	172.142048017E+3
10.252851259E+3	353.921200000E+0	1.000000000E-9	674.700951817E-9	-154.268062083E-9	74.779723500E-3	1.776051317E-6	1.158830188E-6	121.170077244E-6	674.700951817E+0	-154.268062083E+0	74.779723500E+6	1.776051317E+3	1.158830188E+3	121.170077244E+3
10.437732266E+3	354.970500000E+0	1.000000000E-9	-464.997367300E-9	190.566141783E-9	69.737668000E-3	1.621660394E-6	1.083455918E-6	168.030811401E-6	-464.997367300E+0	190.566141783E+0	69.737668000E+6	1.621660394E+3	1.083455918E+3	168.030811401E+3
10.621603424E+3	355.918800000E+0	1.000000000E-9	-747.642309283E-9	-208.715129133E-9	65.128696333E-3	1.271510682E-6	1.041768978E-6	229.961238587E-6	-747.642309283E+0	-208.715129133E+0	65.128696333E+6	1.271510682E+3	1.041768978E+3	229.961238587E+3
10.805641150E+3	356.913600000E+0	1.000000000E-9	957.344667083E-9	462.800972767E-9	60.790204333E-3	1.337048970E-6	1.025284048E-6	207.960156982E-6	957.344667083E+0	462.800972767E+0	60.790204333E+6	1.337048970E+3	1.025284048E+3	207.960156982E+3
10.990512628E+3	357.958300000E+0	1.000000000E-9	-629.111759817E-9	-154.267624883E-9	56.874946000E-3	1.616560919E-6	1.031909712E-6	193.565796307E-6	-629.111759817E+0	-154.267624883E+0	56.874946000E+6	1.616560919E+3	1.031909712E+3	193.565796307E+3
11.175395098E+3	358.987300000E+0	1.000000000E-9	328.233008667E-9	462.802708000E-9	52.958345833E-3	1.224656084E-6	890.077894164E-9	157.960865717E-6	328.233008667E+0	462.802708000E+0	52.958345833E+6	1.224656084E+3	890.077894164E+0	157.960865717E+3
11.359176466E+3	359.928600000E+0	1.000000000E-9	392.055363650E-9	-626.145263400E-9	49.406604667E-3	1.500464889E-6	1.039148826E-6	152.287714910E-6	392.055363650E+0	-626.145263400E+0	49.406604667E+6	1.500464889E+3	1.039148826E+3	152.287714910E+3
11.544204252E+3	360.967300000E+0	1.000000000E-9	519.702672700E-9	-798.561481017E-9	46.328537333E-3	1.540732154E-6	957.398798302E-9	122.019790205E-6	519.702672700E+0	-798.561481017E+0	46.328537333E+6	1.540732154E+3	957.398798302E+0	122.019790205E+3
11.727965064E+3	361.938200000E+0	1.000000000E-9	-638.231771667E-9	-108.896407600E-9	43.199783167E-3	1.363921715E-6	998.513558199E-9	103.511748286E-6	-638.231771667E+0	-108.896407600E+0	43.199783167E+6	1.363921715E+3	998.513558199E+0	103.511748286E+3
11.912891331E+3	362.962600000E+0	1.000000000E-9	-145.881306733E-9	217.789721283E-9	40.507363667E-3	1.524911083E-6	897.132705921E-9	124.329983440E-6	-145.881306733E+0	217.789721283E+0	40.507363667E+6	1.524911083E+3	897.132705921E+0	124.329983440E+3
12.097875763E+3	363.967800000E+0	1.000000000E-9	455.879185283E-9	245.013444750E-9	37.919220667E-3	1.572661723E-6	984.595530178E-9	169.205417094E-6	455.879185283E+0	245.013444750E+0	37.919220667E+6	1.572661723E+3	984.595530178E+0	169.205417094E+3
12.281797238E+3	364.926500000E+0	1.000000000E-9	118.527751050E-9	199.640560067E-9	35.592941167E-3	1.479688423E-6	1.167472922E-6	137.502463348E-6	118.527751050E+0	199.640560067E+0	35.592941167E+6	1.479688423E+3	1.167472922E+3	137.502463348E+3
12.466747130E+3	365.948300000E+0	1.000000000E-9	-136.763450867E-9	208.713981833E-9	33.354575167E-3	1.651922956E-6	1.001750392E-6	141.700651455E-6	-136.763450867E+0	208.713981833E+0	33.354575167E+6	1.651922956E+3	1.001750392E+3	141.700651455E+3
12.651994697E+3	366.920300000E+0	1.000000000E-9	1.103227304E-6	-390.205286433E-9	31.211122833E-3	1.668086108E-6	1.296499268E-6	138.554937718E-6	1.103227304E+3	-390.205286433E+0	31.211122833E+6	1.668086108E+3	1.296499268E+3	138.554937718E+3
12.837157391E+3	367.962600000E+0	1.000000000E-9	1.167050108E-6	1.170616620E-6	29.308630500E-3	1.963343154E-6	1.067615612E-6	117.739368608E-6	1.167050108E+3	1.170616620E+3	29.308630500E+6	1.963343154E+3	1.067615612E+3	117.739368608E+3
13.022219415E+3	368.922300000E+0	1.000000000E-9	401.173326783E-9	-72.596928300E-9	27.402308333E-3	1.760880413E-6	1.010386576E-6	112.445437099E-6	401.173326783E+0	-72.596928300E+0	27.402308333E+6	1.760880413E+3	1.010386576E+3	112.445437099E+3
13.208088855E+3	369.913400000E+0	1.000000000E-9	-1.385872077E-6	316.649999983E-15	25.819182667E-3	1.397554504E-6	1.065218724E-6	111.209293160E-6	-1.385872077E+3	316.649999983E-6	25.819182667E+6	1.397554504E+3	1.065218724E+3	111.209293160E+3
13.394255856E+3	370.911600000E+0	1.000000000E-9	-610.877844767E-9	235.939321083E-9	24.194515500E-3	1.584754958E-6	1.032734790E-6	90.094345301E-6	-610.877844767E+0	235.939321083E+0	24.194515500E+6	1.584754958E+3	1.032734790E+3	90.094345301E+3
13.580483255E+3	371.902500000E+0	1.000000000E-9	428.526041550E-9	254.086562433E-9	22.737739833E-3	1.815417308E-6	1.132809592E-6	108.084759097E-6	428.526041550E+0	254.086562433E+0	22.737739833E+6	1.815417308E+3	1.132809592E+3	108.084759097E+3
13.767535312E+3	372.890300000E+0	1.000000000E-9	-492.348637883E-9	-36.298621000E-9	21.328567000E-3	1.613898826E-6	982.689888263E-9	110.544558398E-6	-492.348637883E+0	-36.298621000E+0	21.328567000E+6	1.613898826E+3	982.689888263E+0	110.544558398E+3
13.954651554E+3	373.885900000E+0	1.000000000E-9	-1.194402942E-6	390.207224650E-9	20.047564667E-3	1.726853568E-6	1.041114845E-6	98.327993108E-6	-1.194402942E+3	390.207224650E+0	20.047564667E+6	1.726853568E+3	1.041114845E+3	98.327993108E+3
14.142059350E+3	374.866700000E+0	1.000000000E-9	-519.702851900E-9	553.546174317E-9	18.787035333E-3	1.608454998E-6	1.092850151E-6	58.762432571E-6	-519.702851900E+0	553.546174317E+0	18.787035333E+6	1.608454998E+3	1.092850151E+3	58.762432571E+3
14.332699611E+3	375.879800000E+0	1.000000000E-9	227.939724900E-9	-208.714896333E-9	17.642257000E-3	1.458615555E-6	1.043076695E-6	92.220504026E-6	227.939724900E+0	-208.714896333E+0	17.642257000E+6	1.458615555E+3	1.043076695E+3	92.220504026E+3
14.524577687E+3	376.866200000E+0	1.000000000E-9	-246.174945783E-9	571.697292600E-9	16.549522583E-3	1.640640085E-6	1.266183556E-6	109.019852688E-6	-246.174945783E+0	571.697292600E+0	16.549522583E+6	1.640640085E+3	1.266183556E+3	109.019852688E+3
14.717384954E+3	377.850900000E+0	1.000000000E-9	-72.939523600E-9	-299.460390567E-9	15.553966900E-3	1.347172871E-6	1.152934948E-6	86.426258892E-6	-72.939523600E+0	-299.460390567E+0	15.553966900E+6	1.347172871E+3	1.152934948E+3	86.426258892E+3
14.911828807E+3	378.845200000E+0	1.000000000E-9	729.406060550E-9	-254.088278317E-9	14.581873800E-3	1.687460267E-6	1.083613645E-6	113.146729517E-6	729.406060550E+0	-254.088278317E+0	14.581873800E+6	1.687460267E+3	1.083613645E+3	113.146729517E+3
15.111644033E+3	379.850100000E+0	1.000000000E-9	-437.643772133E-9	235.937986600E-9	13.686525017E-3	1.499661979E-6	1.065858851E-6	67.706016259E-6	-437.643772133E+0	235.937986600E+0	13.686525017E+6	1.499661979E+3	1.065858851E+3	67.706016259E+3
15.316150096E+3	380.844400000E+0	1.000000000E-9	164.116059217E-9	-181.491721767E-9	12.846548617E-3	1.559042684E-6	1.060088719E-6	90.033816631E-6	164.116059217E+0	-181.491721767E+0	12.846548617E+6	1.559042684E+3	1.060088719E+3	90.033816631E+3
15.524428909E+3	381.833800000E+0	1.000000000E-9	-446.760126367E-9	517.250027067E-9	12.094613517E-3	1.523669682E-6	956.509220435E-9	97.187938031E-6	-446.760126367E+0	517.250027067E+0	12.094613517E+6	1.523669682E+3	956.509220435E+0	97.187938031E+3
15.735594783E+3	382.832700000E+0	1.000000000E-9	-410.290294183E-9	-535.398352300E-9	11.400512950E-3	1.456255712E-6	1.208913030E-6	96.270533515E-6	-410.290294183E+0	-535.398352300E+0	11.400512950E+6	1.456255712E+3	1.208913030E+3	96.270533515E+3
15.948229479E+3	383.824700000E+0	1.000000000E-9	-173.234511617E-9	335.759655783E-9	10.723037283E-3	1.372594845E-6	1.176341475E-6	107.059630189E-6	-173.234511617E+0	335.759655783E+0	10.723037283E+6	1.372594845E+3	1.176341475E+3	107.059630189E+3
16.163997286E+3	384.816300000E+0	1.000000000E-9	63.823790867E-9	-571.697323750E-9	10.202990250E-3	1.520958392E-6	962.900234825E-9	103.902504102E-6	63.823790867E+0	-571.697323750E+0	10.202990250E+6	1.520958392E+3	962.900234825E+0	103.902504102E+3
16.389001709E+3	385.830800000E+0	1.000000000E-9	-656.465632117E-9	961.902902067E-9	9.610630650E-3	1.766341695E-6	1.141499936E-6	80.798639349E-6	-656.465632117E+0	961.902902067E+0	9.610630650E+6	1.766341695E+3	1.141499936E+3	80.798639349E+3
