[Main]
Experiment = "IvsV_300.0K"
Header length = 55    
Date = "20201116 15:19:43"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = -10.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 100.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 10.000000E-6
Auto-range = 1
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
361.936601162E+0	-4.300000191E+0	40.524993350E-12	33.783649966E-12	-106.107363266E+9	88.456375264E+9	-2.043090302E+0	-2.354891472E+0	241.141336250E-3	192.277582908E-3	-50.415561676E+9	-58.109607858E+9	5.950434937E+9	4.744666612E+9	299.999300000E+0
368.260207176E+0	-4.199999809E+0	121.097122333E-12	58.751282391E-12	-34.682903510E+9	16.826700907E+9	-2.023556221E+0	-2.330899308E+0	236.951295098E-3	191.605558144E-3	-16.710192464E+9	-19.248180822E+9	1.956704590E+9	1.582246997E+9	299.999300000E+0
374.589168072E+0	-4.099999905E+0	21.374204487E-12	39.755774869E-12	-191.820000000E+9	356.782997009E+9	-2.010983247E+0	-2.300985444E+0	240.346070618E-3	189.671246689E-3	-94.084589141E+9	-107.652448310E+9	11.244679107E+9	8.873838875E+9	299.999100000E+0
381.105863094E+0	-4.000000000E+0	126.704470667E-12	47.847198328E-12	-31.569525360E+9	11.921547307E+9	-1.980100141E+0	-2.260242429E+0	241.906304177E-3	191.794584833E-3	-15.627705404E+9	-17.838695171E+9	1.909216801E+9	1.513716002E+9	299.999100000E+0
387.436864853E+0	-3.900000095E+0	107.160913333E-12	64.794739675E-12	-36.393867634E+9	22.005515871E+9	-1.980167370E+0	-2.243654560E+0	243.005276457E-3	190.367201430E-3	-18.478448053E+9	-20.937247455E+9	2.267667090E+9	1.776461170E+9	299.999100000E+0
393.765090466E+0	-3.799999952E+0	57.051540100E-12	28.288353320E-12	-66.606439470E+9	33.026040836E+9	-1.970728885E+0	-2.226423605E+0	240.013340648E-3	191.711125254E-3	-34.542956805E+9	-39.024776558E+9	4.206956381E+9	3.360314637E+9	299.999100000E+0
400.092276096E+0	-3.700000048E+0	101.775126333E-12	55.590108287E-12	-36.354659345E+9	19.857105784E+9	-1.794181136E+0	-2.373054321E+0	251.329805414E-3	180.199253293E-3	-17.628876527E+9	-23.316643334E+9	2.469461984E+9	1.770562806E+9	299.999100000E+0
406.415837765E+0	-3.599999905E+0	121.710994667E-12	51.473028985E-12	-29.578263776E+9	12.508999970E+9	-1.872401056E+0	-2.257277745E+0	242.525737216E-3	186.450495797E-3	-15.383992721E+9	-18.546210649E+9	1.992636227E+9	1.531911692E+9	299.999100000E+0
412.743929863E+0	-3.500000000E+0	147.063027667E-12	38.613966865E-12	-23.799319622E+9	6.248927102E+9	-1.900403906E+0	-2.194913337E+0	244.021820622E-3	187.326882088E-3	-12.922377134E+9	-14.924984014E+9	1.659300944E+9	1.273786383E+9	299.999100000E+0
419.074449062E+0	-3.400000095E+0	217.310150000E-12	42.750586794E-12	-15.645841188E+9	3.077945930E+9	-2.114205639E+0	-2.015033826E+0	231.176732228E-3	198.000625580E-3	-9.728977866E+9	-9.272617160E+9	1.063810099E+9	911.143016467E+6	299.999100000E+0
425.401463509E+0	-3.299999952E+0	183.473131333E-12	42.574317917E-12	-17.986284577E+9	4.173656339E+9	-1.989723921E+0	-2.054818971E+0	235.206479152E-3	192.514989477E-3	-10.844770059E+9	-11.199563426E+9	1.281966888E+9	1.049281647E+9	299.999100000E+0
431.726536751E+0	-3.200000048E+0	232.730800000E-12	33.680555951E-12	-13.749791810E+9	1.989855371E+9	-1.927807392E+0	-2.057848508E+0	239.412503086E-3	193.071139225E-3	-8.283421840E+9	-8.842183793E+9	1.028710008E+9	829.589977884E+6	299.999100000E+0
438.049664021E+0	-3.099999905E+0	199.404153333E-12	50.702157658E-12	-15.546315625E+9	3.952935446E+9	-1.895752862E+0	-2.045993119E+0	240.128016159E-3	189.736777496E-3	-9.507088144E+9	-10.260534122E+9	1.204227756E+9	951.518683660E+6	299.997600000E+0
444.528875351E+0	-3.000000000E+0	356.647966667E-12	78.569089536E-12	-8.411655976E+9	1.853077021E+9	-1.852575286E+0	-2.012425974E+0	240.548314135E-3	192.089725715E-3	-5.194408659E+9	-5.642611656E+9	674.469888005E+6	538.597563055E+6	299.997600000E+0
450.859539509E+0	-2.900000095E+0	360.293426667E-12	59.089409750E-12	-8.048995293E+9	1.320063997E+9	-1.849528728E+0	-1.997514652E+0	242.017017140E-3	189.937161205E-3	-5.133395702E+9	-5.544132932E+9	671.721988877E+6	527.173540085E+6	299.997600000E+0
457.186828136E+0	-2.799999952E+0	348.317313333E-12	54.078519348E-12	-8.038647076E+9	1.248052034E+9	-1.841408725E+0	-1.968048719E+0	242.011167730E-3	184.440001866E-3	-5.286583970E+9	-5.650160481E+9	694.800856764E+6	529.517181047E+6	299.997600000E+0
463.513256073E+0	-2.700000048E+0	298.173176667E-12	60.547060610E-12	-9.055140633E+9	1.838737323E+9	-1.830120224E+0	-1.946968602E+0	240.828205721E-3	191.815282565E-3	-6.137776189E+9	-6.529657108E+9	807.678975063E+6	643.301603147E+6	299.997600000E+0
469.834001541E+0	-2.599999905E+0	333.356703333E-12	61.829750229E-12	-7.799452894E+9	1.446613251E+9	-1.819856694E+0	-1.928749629E+0	241.610548563E-3	191.420384151E-3	-5.459187339E+9	-5.785843243E+9	724.780831304E+6	574.220893825E+6	299.997600000E+0
476.149548054E+0	-2.500000000E+0	343.051326667E-12	58.701642456E-12	-7.287539227E+9	1.247016084E+9	-1.802995909E+0	-1.906208129E+0	236.260078041E-3	191.295869412E-3	-5.255761364E+9	-5.556626605E+9	688.701834611E+6	557.630460932E+6	299.997600000E+0
482.472609043E+0	-2.400000095E+0	334.975430000E-12	49.180398935E-12	-7.164704872E+9	1.051907132E+9	-1.786554803E+0	-1.877957931E+0	239.879055475E-3	188.614773729E-3	-5.333390580E+9	-5.606255751E+9	716.109403829E+6	563.070472749E+6	299.997600000E+0
488.795477867E+0	-2.299999952E+0	386.975100000E-12	68.054098184E-12	-5.943534745E+9	1.045240113E+9	-1.773525646E+0	-1.847191918E+0	240.560459548E-3	190.625127224E-3	-4.583048486E+9	-4.773412858E+9	621.643251848E+6	492.603082793E+6	299.997600000E+0
495.127648354E+0	-2.200000048E+0	325.433600000E-12	49.338908632E-12	-6.760211753E+9	1.024914053E+9	-1.766358266E+0	-1.823016095E+0	241.473885386E-3	190.279180727E-3	-5.427707115E+9	-5.601806619E+9	742.006619434E+6	584.694330047E+6	299.997600000E+0
501.445818424E+0	-2.099999905E+0	366.239773333E-12	35.042473760E-12	-5.733948242E+9	548.634379609E+6	-1.753021732E+0	-1.796398888E+0	239.166163245E-3	191.048468245E-3	-4.786541111E+9	-4.904980339E+9	653.031649370E+6	521.648608794E+6	300.002200000E+0
507.932393551E+0	-2.000000000E+0	419.585523333E-12	66.369353735E-12	-4.766608686E+9	753.974387574E+6	-1.718207057E+0	-1.754582943E+0	239.273402458E-3	189.666777891E-3	-4.095010341E+9	-4.181705148E+9	570.261339230E+6	452.033655461E+6	300.002200000E+0
514.268723965E+0	-1.899999976E+0	453.507186667E-12	50.799517265E-12	-4.189569718E+9	469.293818227E+6	-1.718487345E+0	-1.736274697E+0	241.625427721E-3	191.892814492E-3	-3.789327700E+9	-3.828549465E+9	532.792940939E+6	423.130702519E+6	300.002200000E+0
520.595480919E+0	-1.799999952E+0	577.611660000E-12	49.955457148E-12	-3.116280499E+9	269.515364270E+6	-1.712599106E+0	-1.711229328E+0	241.247141745E-3	190.664837130E-3	-2.964966299E+9	-2.962594848E+9	417.663212937E+6	330.091738678E+6	300.002200000E+0
526.927201748E+0	-1.700000048E+0	483.714786667E-12	67.194542258E-12	-3.514467811E+9	488.207229514E+6	-1.701467813E+0	-1.688080273E+0	240.722390764E-3	189.521120335E-3	-3.517502172E+9	-3.489825657E+9	497.653570656E+6	391.803446078E+6	300.002200000E+0
533.248048782E+0	-1.600000024E+0	672.599323333E-12	36.715877591E-12	-2.378830856E+9	129.855709746E+6	-1.692654286E+0	-1.664475544E+0	241.192360961E-3	190.033735175E-3	-2.516586365E+9	-2.474691077E+9	358.597388659E+6	282.536316322E+6	300.002200000E+0
539.574570656E+0	-1.500000000E+0	484.294723333E-12	42.484554977E-12	-3.097287515E+9	271.708270514E+6	-1.675884348E+0	-1.636697392E+0	238.762369044E-3	186.372475962E-3	-3.460463778E+9	-3.379548264E+9	493.010469743E+6	384.832761917E+6	300.002200000E+0
