[Main]
Experiment = "Rvst_3.0K"
Header length = 45    
Date = "20200211 18:20:20"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+0
Delay after setting initial temperature (s) = 0.000000E+0
Initial temperature stabilization (K) = 1.000000E+0
Initial temperature ramp rate (K/min) = 5.000000E+0
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Time Sweep ]
Interval = 5.000000E+0
Duration = 3.600000E+3

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 1.000000E-3
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Temperature (K)
221.996810436E+0	100.000001490E-3	2.461980569E-9	65.608935939E-12	40.617705415E+6	1.082414892E+6	2.998400000E+0
236.997255325E+0	100.000001490E-3	2.322712592E-9	79.340256068E-12	43.053110333E+6	1.470627408E+6	2.998400000E+0
251.997711182E+0	100.000001490E-3	2.277403988E-9	64.269702161E-12	43.909645377E+6	1.239156445E+6	2.999700000E+0
266.997973442E+0	100.000001490E-3	1.612167656E-9	49.873801036E-12	62.028289117E+6	1.918898781E+6	2.999700000E+0
281.996646404E+0	100.000001490E-3	1.638017661E-9	56.954428955E-12	61.049403717E+6	2.122708448E+6	2.999700000E+0
296.996985435E+0	100.000001490E-3	1.609180685E-9	28.589185898E-12	62.143426421E+6	1.104058722E+6	2.999700000E+0
311.997176647E+0	100.000001490E-3	1.638158319E-9	48.579189642E-12	61.044161815E+6	1.810249888E+6	2.999700000E+0
326.997030258E+0	100.000001490E-3	2.232277888E-9	85.048491316E-12	44.797290705E+6	1.706750763E+6	3.000900000E+0
341.997130394E+0	100.000001490E-3	2.255917333E-9	61.093804519E-12	44.327866101E+6	1.200468628E+6	3.000900000E+0
356.997132778E+0	100.000001490E-3	2.268743001E-9	61.402829504E-12	44.077271616E+6	1.192937760E+6	3.000900000E+0
371.996562958E+0	100.000001490E-3	2.267879815E-9	75.925875053E-12	44.094048025E+6	1.476215432E+6	3.000900000E+0
386.997190952E+0	100.000001490E-3	2.217389468E-9	69.983767355E-12	45.098077229E+6	1.423355432E+6	3.000900000E+0
401.997289658E+0	100.000001490E-3	2.283631674E-9	54.621173590E-12	43.789899502E+6	1.047391193E+6	3.000000000E+0
416.996941566E+0	100.000001490E-3	2.249438961E-9	49.885450508E-12	44.455530115E+6	985.883229291E+3	3.000000000E+0
431.996911049E+0	100.000001490E-3	2.269371928E-9	70.185767515E-12	44.065056183E+6	1.362817505E+6	3.000000000E+0
446.997190952E+0	100.000001490E-3	2.287403938E-9	53.907490660E-12	43.717683537E+6	1.030299274E+6	3.000000000E+0
461.997335911E+0	100.000001490E-3	2.283034669E-9	51.029575121E-12	43.801350394E+6	979.032132492E+3	3.002100000E+0
476.996603966E+0	100.000001490E-3	2.225613142E-9	42.700713595E-12	44.931439169E+6	862.056607876E+3	3.002100000E+0
491.996914864E+0	100.000001490E-3	1.676432591E-9	150.595417368E-12	59.650475660E+6	5.358454807E+6	3.002100000E+0
506.996425629E+0	100.000001490E-3	1.602721236E-9	42.020531781E-12	62.393883119E+6	1.635857870E+6	3.002100000E+0
521.996522427E+0	100.000001490E-3	1.575014599E-9	37.856628043E-12	63.491475913E+6	1.526064069E+6	3.002100000E+0
536.996817589E+0	100.000001490E-3	2.165070203E-9	52.027856642E-12	46.187879427E+6	1.109920762E+6	2.999700000E+0
551.996711731E+0	100.000001490E-3	2.167436880E-9	48.725970391E-12	46.137445758E+6	1.037212127E+6	2.999700000E+0
566.996678352E+0	100.000001490E-3	2.152110340E-9	58.764223132E-12	46.466019710E+6	1.268773027E+6	2.999700000E+0
581.996532917E+0	100.000001490E-3	2.201437299E-9	54.527503557E-12	45.424869255E+6	1.125130714E+6	2.999700000E+0
596.996649265E+0	100.000001490E-3	2.179639054E-9	52.785675769E-12	45.879156599E+6	1.111084095E+6	2.999900000E+0
611.996447086E+0	100.000001490E-3	2.203828235E-9	38.235757154E-12	45.375587762E+6	787.252802579E+3	2.999900000E+0
626.997962475E+0	100.000001490E-3	1.619566148E-9	62.815577187E-12	61.744931877E+6	2.394804027E+6	2.999900000E+0
641.996666908E+0	100.000001490E-3	1.597671551E-9	53.258327862E-12	62.591088542E+6	2.086471849E+6	2.999900000E+0
656.998371124E+0	100.000001490E-3	1.596691204E-9	51.023704433E-12	62.629518604E+6	2.001382633E+6	2.999900000E+0
671.997128010E+0	100.000001490E-3	1.617824159E-9	54.867715542E-12	61.811415630E+6	2.096303947E+6	2.999800000E+0
686.997114182E+0	100.000001490E-3	1.596036732E-9	55.654852484E-12	62.655200518E+6	2.184828126E+6	2.999800000E+0
701.996226311E+0	100.000001490E-3	2.153562774E-9	43.370249538E-12	46.434681494E+6	935.140478774E+3	2.999800000E+0
716.997023106E+0	100.000001490E-3	2.147795372E-9	55.541760528E-12	46.559370965E+6	1.204020395E+6	2.999800000E+0
731.998096466E+0	100.000001490E-3	2.123785979E-9	44.955057591E-12	47.085724487E+6	996.683035230E+3	2.999900000E+0
746.997563839E+0	100.000001490E-3	2.132747555E-9	46.567678879E-12	46.887875331E+6	1.023777763E+6	2.999900000E+0
761.997962475E+0	100.000001490E-3	2.167902303E-9	59.012224011E-12	46.127540598E+6	1.255632579E+6	2.999900000E+0
776.998171806E+0	100.000001490E-3	2.111994369E-9	53.577802204E-12	47.348611799E+6	1.201155929E+6	2.999900000E+0
791.997347832E+0	100.000001490E-3	2.193126939E-9	36.802103742E-12	45.596996561E+6	765.147410310E+3	2.999900000E+0
806.996871948E+0	100.000001490E-3	2.208824955E-9	46.983708159E-12	45.272940833E+6	962.996472407E+3	2.998600000E+0
821.997879028E+0	100.000001490E-3	2.170925036E-9	65.621542266E-12	46.063313953E+6	1.392376823E+6	2.998600000E+0
836.996816635E+0	100.000001490E-3	2.199344714E-9	50.563094032E-12	45.468089133E+6	1.045314657E+6	2.998600000E+0
851.997222424E+0	100.000001490E-3	2.182927252E-9	56.036361772E-12	45.810047682E+6	1.175956919E+6	2.998600000E+0
866.996759892E+0	100.000001490E-3	2.128957740E-9	53.178273922E-12	46.971341717E+6	1.173275932E+6	2.998600000E+0
881.996398449E+0	100.000001490E-3	2.154843170E-9	52.381238504E-12	46.407090266E+6	1.128091778E+6	3.000300000E+0
896.996686459E+0	100.000001490E-3	2.197828274E-9	56.185635736E-12	45.499460852E+6	1.163155541E+6	3.000300000E+0
911.996907234E+0	100.000001490E-3	2.129046888E-9	51.636202214E-12	46.969374910E+6	1.139157693E+6	3.000300000E+0
926.997016907E+0	100.000001490E-3	2.173937896E-9	83.373130985E-12	45.999474823E+6	1.764135143E+6	3.000300000E+0
941.996985435E+0	100.000001490E-3	2.106592865E-9	69.642821874E-12	47.470018125E+6	1.569333150E+6	3.000300000E+0
956.998354912E+0	100.000001490E-3	1.837998335E-9	268.548153920E-12	54.407014176E+6	7.949356066E+6	2.999600000E+0
971.996675968E+0	100.000001490E-3	1.545166204E-9	40.777328776E-12	64.717957994E+6	1.707923357E+6	2.999600000E+0
986.998854160E+0	100.000001490E-3	1.527279550E-9	51.105760534E-12	65.475898970E+6	2.190951627E+6	2.999600000E+0
1.001997341E+3	100.000001490E-3	1.560998764E-9	43.411367577E-12	64.061550698E+6	1.781551394E+6	2.999600000E+0
1.016997116E+3	100.000001490E-3	1.564212475E-9	50.510756680E-12	63.929934752E+6	2.064393060E+6	2.999000000E+0
1.031996840E+3	100.000001490E-3	1.556257822E-9	39.764559028E-12	64.256706118E+6	1.641848509E+6	2.999000000E+0
1.046996490E+3	100.000001490E-3	1.509380027E-9	53.836598886E-12	66.252368340E+6	2.363090883E+6	2.999000000E+0
1.061997374E+3	100.000001490E-3	1.583853160E-9	48.232747372E-12	63.137167016E+6	1.922702876E+6	2.999000000E+0
1.076996840E+3	100.000001490E-3	1.533516672E-9	35.992225744E-12	65.209595267E+6	1.530494267E+6	2.999000000E+0
1.091997301E+3	100.000001490E-3	1.544954680E-9	45.015701923E-12	64.726818703E+6	1.885960290E+6	3.000900000E+0
1.106997739E+3	100.000001490E-3	1.591323246E-9	39.634949526E-12	62.840784687E+6	1.565169952E+6	3.000900000E+0
1.121996602E+3	100.000001490E-3	1.481312309E-9	31.764142894E-12	67.507709810E+6	1.447584367E+6	3.000900000E+0
1.136996752E+3	100.000001490E-3	1.465540503E-9	55.322354240E-12	68.234212071E+6	2.575757711E+6	3.000900000E+0
1.151997321E+3	100.000001490E-3	1.454725011E-9	35.604722420E-12	68.741515206E+6	1.682464073E+6	2.999200000E+0
1.166997131E+3	100.000001490E-3	1.468491876E-9	38.773472463E-12	68.097075064E+6	1.798007948E+6	2.999200000E+0
1.181996581E+3	100.000001490E-3	1.475907868E-9	57.695227699E-12	67.754907780E+6	2.648630661E+6	2.999200000E+0
1.196997342E+3	100.000001490E-3	1.595396841E-9	26.790641477E-12	62.680330641E+6	1.052557096E+6	2.999200000E+0
1.211997127E+3	100.000001490E-3	1.381293466E-9	68.045349503E-12	72.395912949E+6	3.566371175E+6	2.999200000E+0
1.226997085E+3	100.000001490E-3	1.376590918E-9	32.727282215E-12	72.643223353E+6	1.727031060E+6	3.001400000E+0
1.241998974E+3	100.000001490E-3	1.381608120E-9	20.835524575E-12	72.379425153E+6	1.091527525E+6	3.001400000E+0
1.256997277E+3	100.000001490E-3	1.378220583E-9	29.132585230E-12	72.557326988E+6	1.533704067E+6	3.001400000E+0
1.271997401E+3	100.000001490E-3	1.405117914E-9	32.944125197E-12	71.168405510E+6	1.668600790E+6	3.001400000E+0
1.286997307E+3	100.000001490E-3	1.417395981E-9	30.055992365E-12	70.551915521E+6	1.496058874E+6	2.999200000E+0
1.301997024E+3	100.000001490E-3	1.418822598E-9	55.412542589E-12	70.480976028E+6	2.752655683E+6	2.999200000E+0
1.316998114E+3	100.000001490E-3	1.382916530E-9	57.692582288E-12	72.310945256E+6	3.016671700E+6	2.999200000E+0
1.331996862E+3	100.000001490E-3	1.571035275E-9	271.761036769E-12	63.652295456E+6	11.010709996E+6	2.999200000E+0
1.346996820E+3	100.000001490E-3	1.930422826E-9	48.290704608E-12	51.802123422E+6	1.295861718E+6	2.999500000E+0
1.361998902E+3	100.000001490E-3	1.937622720E-9	44.764746921E-12	51.609635083E+6	1.192333383E+6	2.999500000E+0
1.376996617E+3	100.000001490E-3	1.920172827E-9	49.982553351E-12	52.078646305E+6	1.355619495E+6	2.999500000E+0
1.391996897E+3	100.000001490E-3	1.975672858E-9	39.598409631E-12	50.615668011E+6	1.014489796E+6	2.999500000E+0
1.406997374E+3	100.000001490E-3	1.971009873E-9	54.990783162E-12	50.735413798E+6	1.415507947E+6	2.999500000E+0
1.421997263E+3	100.000001490E-3	1.965462438E-9	31.099511647E-12	50.878612359E+6	805.052270187E+3	2.999800000E+0
1.436996475E+3	100.000001490E-3	1.990018994E-9	49.445925101E-12	50.250777395E+6	1.248579125E+6	2.999800000E+0
1.451996499E+3	100.000001490E-3	1.961265262E-9	37.415283976E-12	50.987494371E+6	972.694320550E+3	2.999800000E+0
1.466997427E+3	100.000001490E-3	1.957802317E-9	52.188703456E-12	51.077680624E+6	1.361566438E+6	2.999800000E+0
1.481997461E+3	100.000001490E-3	1.967186490E-9	54.104918498E-12	50.834022079E+6	1.398123988E+6	2.999800000E+0
1.496997700E+3	100.000001490E-3	1.347983905E-9	28.166890619E-12	74.184863113E+6	1.550134921E+6	2.999500000E+0
1.511998165E+3	100.000001490E-3	1.404722908E-9	22.169097901E-12	71.188417943E+6	1.123483498E+6	2.999500000E+0
1.526998309E+3	100.000001490E-3	1.354678100E-9	26.802048043E-12	73.818275714E+6	1.460480517E+6	2.999500000E+0
1.541998749E+3	100.000001490E-3	1.390561295E-9	37.569978961E-12	71.913407784E+6	1.942945792E+6	2.999500000E+0
1.556996918E+3	100.000001490E-3	1.360922019E-9	46.816009544E-12	73.479596973E+6	2.527713906E+6	2.998000000E+0
1.571997050E+3	100.000001490E-3	1.444913904E-9	66.909277268E-12	69.208276872E+6	3.204810872E+6	2.998000000E+0
1.586998285E+3	100.000001490E-3	1.387407216E-9	50.893808492E-12	72.076893029E+6	2.643973268E+6	2.998000000E+0
1.601997155E+3	100.000001490E-3	1.379051039E-9	33.432760755E-12	72.513633420E+6	1.757970437E+6	2.998000000E+0
1.616997169E+3	100.000001490E-3	1.412508939E-9	35.651663738E-12	70.796013203E+6	1.786888272E+6	2.998900000E+0
1.631997822E+3	100.000001490E-3	1.348171825E-9	30.423252844E-12	74.174522589E+6	1.673844694E+6	2.998900000E+0
1.646997023E+3	100.000001490E-3	1.370070427E-9	28.825954805E-12	72.988949731E+6	1.535670083E+6	2.998900000E+0
1.661996727E+3	100.000001490E-3	1.365856867E-9	48.372970759E-12	73.214114809E+6	2.592939509E+6	2.998900000E+0
1.676998834E+3	100.000001490E-3	1.387272110E-9	27.808699794E-12	72.083912552E+6	1.444965172E+6	3.001000000E+0
1.691997089E+3	100.000001490E-3	1.337463251E-9	27.802349356E-12	74.768410577E+6	1.554238944E+6	3.001000000E+0
1.706997921E+3	100.000001490E-3	1.339995074E-9	47.992191472E-12	74.627141126E+6	2.672785979E+6	3.001000000E+0
1.721997267E+3	100.000001490E-3	1.560044101E-9	243.307914539E-12	64.100752934E+6	9.997294631E+6	3.001000000E+0
1.736997386E+3	100.000001490E-3	1.970113765E-9	53.788956396E-12	50.758490845E+6	1.385831773E+6	3.001000000E+0
1.751997117E+3	100.000001490E-3	1.988801975E-9	41.846778456E-12	50.281527645E+6	1.057983637E+6	3.001100000E+0
1.766998305E+3	100.000001490E-3	2.005805190E-9	60.999778313E-12	49.855291014E+6	1.516179993E+6	3.001100000E+0
1.781998040E+3	100.000001490E-3	1.946605420E-9	46.235612771E-12	51.371480057E+6	1.220171194E+6	3.001100000E+0
1.796996614E+3	100.000001490E-3	1.992084451E-9	48.560490043E-12	50.198675772E+6	1.223679194E+6	3.001100000E+0
1.811996513E+3	100.000001490E-3	1.975927678E-9	42.043164633E-12	50.609140509E+6	1.076845297E+6	3.001100000E+0
1.826997176E+3	100.000001490E-3	1.998555185E-9	51.068371487E-12	50.036147233E+6	1.278555916E+6	3.001500000E+0
1.841997212E+3	100.000001490E-3	1.958505882E-9	48.108601451E-12	51.059331726E+6	1.254217852E+6	3.001500000E+0
1.856997055E+3	100.000001490E-3	1.977122564E-9	39.529421900E-12	50.578554575E+6	1.011237775E+6	3.001500000E+0
1.871996861E+3	100.000001490E-3	2.006500119E-9	51.529934952E-12	49.838024198E+6	1.279915272E+6	3.001500000E+0
1.886997022E+3	100.000001490E-3	1.982427516E-9	46.777172825E-12	50.443206967E+6	1.190253157E+6	3.001500000E+0
1.901997362E+3	100.000001490E-3	1.934445647E-9	43.877378873E-12	51.694397126E+6	1.172539871E+6	2.999300000E+0
1.916996999E+3	100.000001490E-3	1.962181382E-9	40.927194665E-12	50.963688886E+6	1.063001023E+6	2.999300000E+0
1.931997381E+3	100.000001490E-3	1.926215736E-9	47.654180286E-12	51.915265586E+6	1.284372970E+6	2.999300000E+0
1.946997229E+3	100.000001490E-3	1.984930056E-9	49.440154527E-12	50.379609704E+6	1.254843052E+6	2.999300000E+0
1.961996570E+3	100.000001490E-3	1.978480392E-9	36.749069532E-12	50.543842586E+6	938.821124125E+3	2.999300000E+0
1.976996821E+3	100.000001490E-3	1.973213319E-9	45.428867067E-12	50.678758614E+6	1.166766191E+6	3.001300000E+0
1.991997789E+3	100.000001490E-3	2.014982875E-9	36.347481804E-12	49.628214073E+6	895.223790752E+3	3.001300000E+0
2.006996685E+3	100.000001490E-3	1.981155542E-9	38.242054765E-12	50.475593342E+6	974.325520574E+3	3.001300000E+0
2.021996604E+3	100.000001490E-3	1.948945130E-9	36.844981310E-12	51.309808556E+6	970.016501976E+3	3.001300000E+0
2.036996488E+3	100.000001490E-3	1.992871638E-9	38.365692595E-12	50.178847232E+6	966.016170197E+3	3.001300000E+0
2.051996858E+3	100.000001490E-3	1.999805623E-9	53.647779903E-12	50.004860643E+6	1.341455253E+6	2.999700000E+0
2.066996792E+3	100.000001490E-3	1.992928620E-9	55.527724049E-12	50.177412512E+6	1.398061871E+6	2.999700000E+0
2.081996434E+3	100.000001490E-3	1.982550689E-9	44.060882474E-12	50.440073005E+6	1.120997380E+6	2.999700000E+0
2.096997174E+3	100.000001490E-3	1.990263391E-9	42.962787306E-12	50.244606798E+6	1.084604362E+6	2.999700000E+0
2.111996973E+3	100.000001490E-3	2.048507638E-9	35.866241988E-12	48.816025705E+6	854.694099605E+3	3.001000000E+0
2.126997187E+3	100.000001490E-3	2.007024722E-9	46.520902771E-12	49.824997362E+6	1.154895519E+6	3.001000000E+0
2.141997258E+3	100.000001490E-3	1.978071136E-9	48.894464197E-12	50.554299936E+6	1.249614012E+6	3.001000000E+0
2.156996616E+3	100.000001490E-3	1.810705804E-9	312.248846804E-12	55.227083962E+6	9.523685867E+6	3.001000000E+0
2.171996925E+3	100.000001490E-3	1.315842200E-9	22.896094905E-12	75.996955794E+6	1.322372479E+6	3.001000000E+0
2.186997287E+3	100.000001490E-3	1.291416206E-9	35.258697723E-12	77.434370929E+6	2.114140326E+6	3.000700000E+0
2.201996965E+3	100.000001490E-3	606.894327733E-12	224.456471982E-12	164.773333545E+6	60.940495625E+6	3.000700000E+0
2.221996511E+3	100.000001490E-3	1.319991152E-9	28.149556841E-12	75.758084700E+6	1.615583944E+6	3.000700000E+0
2.236997320E+3	100.000001490E-3	1.349930753E-9	39.290024119E-12	74.077874959E+6	2.156052441E+6	3.000700000E+0
2.251997383E+3	100.000001490E-3	1.332423852E-9	39.770244021E-12	75.051194387E+6	2.240131255E+6	2.998900000E+0
2.266997332E+3	100.000001490E-3	1.329887018E-9	43.002826757E-12	75.194358731E+6	2.431462176E+6	2.998900000E+0
2.281996512E+3	100.000001490E-3	1.308998062E-9	37.343585390E-12	76.394308285E+6	2.179405346E+6	2.998900000E+0
2.296997050E+3	100.000001490E-3	1.326353972E-9	41.016115634E-12	75.394656029E+6	2.331501240E+6	2.998900000E+0
2.311998385E+3	100.000001490E-3	1.334260996E-9	30.577081636E-12	74.947856345E+6	1.717570047E+6	2.998900000E+0
2.326997677E+3	100.000001490E-3	1.303670392E-9	46.182904038E-12	76.706506567E+6	2.717350377E+6	2.999400000E+0
2.341997680E+3	100.000001490E-3	1.301196847E-9	27.744107634E-12	76.852323879E+6	1.638644569E+6	2.999400000E+0
2.356996901E+3	100.000001490E-3	1.286972467E-9	30.919633608E-12	77.701741138E+6	1.866791581E+6	2.999400000E+0
2.371996127E+3	100.000001490E-3	1.302177070E-9	28.874897623E-12	76.794472751E+6	1.702865601E+6	2.999400000E+0
2.386997950E+3	100.000001490E-3	1.285189924E-9	29.647488559E-12	77.809512514E+6	1.794953873E+6	2.999400000E+0
2.401999156E+3	100.000001490E-3	1.292844391E-9	42.940501852E-12	77.348830352E+6	2.569062151E+6	2.998600000E+0
2.416998281E+3	100.000001490E-3	1.243676038E-9	38.076584010E-12	80.406792803E+6	2.461747198E+6	2.998600000E+0
2.431996902E+3	100.000001490E-3	1.298044113E-9	38.926105260E-12	77.038985425E+6	2.310266366E+6	2.998600000E+0
2.446996818E+3	100.000001490E-3	1.269416888E-9	28.251085008E-12	78.776328278E+6	1.753180352E+6	2.998600000E+0
2.461997818E+3	100.000001490E-3	1.301954731E-9	34.961980652E-12	76.807587184E+6	2.062548961E+6	2.998600000E+0
2.476997232E+3	100.000001490E-3	1.311467322E-9	35.442503602E-12	76.250471356E+6	2.060674757E+6	3.001800000E+0
2.491997330E+3	100.000001490E-3	1.278934606E-9	33.870609491E-12	78.190081826E+6	2.070743661E+6	3.001800000E+0
2.506996113E+3	100.000001490E-3	1.287213663E-9	38.287244654E-12	77.687181530E+6	2.310749343E+6	3.001800000E+0
2.521996658E+3	100.000001490E-3	1.277329542E-9	33.275442340E-12	78.288333744E+6	2.039472861E+6	3.001800000E+0
2.536999286E+3	100.000001490E-3	1.281616681E-9	30.842325880E-12	78.026451251E+6	1.877719971E+6	3.001000000E+0
2.551997525E+3	100.000001490E-3	1.278206517E-9	39.275754675E-12	78.234620264E+6	2.403933724E+6	3.001000000E+0
2.566997287E+3	100.000001490E-3	1.308557609E-9	35.811486545E-12	76.420022189E+6	2.091397871E+6	3.001000000E+0
2.581997192E+3	100.000001490E-3	1.318221039E-9	30.736534028E-12	75.859812963E+6	1.768798747E+6	3.001000000E+0
2.596997108E+3	100.000001490E-3	1.325876207E-9	36.977579148E-12	75.421823653E+6	2.103451618E+6	3.000900000E+0
2.611997402E+3	100.000001490E-3	1.265676360E-9	36.707865448E-12	79.009140597E+6	2.291468019E+6	3.000900000E+0
2.626996816E+3	100.000001490E-3	1.262420740E-9	35.836401874E-12	79.212894992E+6	2.248620487E+6	3.000900000E+0
2.641997529E+3	100.000001490E-3	1.200930440E-9	30.375924339E-12	83.268770760E+6	2.106171845E+6	3.000900000E+0
2.656996266E+3	100.000001490E-3	1.287444260E-9	36.637468604E-12	77.673266825E+6	2.210388414E+6	3.000900000E+0
2.671997170E+3	100.000001490E-3	1.244533647E-9	29.994120925E-12	80.351384402E+6	1.936523890E+6	2.999300000E+0
2.686997055E+3	100.000001490E-3	1.675460603E-9	50.652997352E-12	59.685080831E+6	1.804416193E+6	2.999300000E+0
2.701996656E+3	100.000001490E-3	1.661875662E-9	73.160728449E-12	60.172974299E+6	2.648993985E+6	2.999300000E+0
2.716997180E+3	100.000001490E-3	1.691194629E-9	57.728242920E-12	59.129800776E+6	2.018371774E+6	2.999300000E+0
2.731996431E+3	100.000001490E-3	1.658934897E-9	60.075152783E-12	60.279641861E+6	2.182911879E+6	3.001100000E+0
2.746997268E+3	100.000001490E-3	1.672571622E-9	58.840946132E-12	59.788173010E+6	2.103343511E+6	3.001100000E+0
2.761997072E+3	100.000001490E-3	1.692095689E-9	55.134883383E-12	59.098313483E+6	1.925646784E+6	3.001100000E+0
2.776997258E+3	100.000001490E-3	1.647539918E-9	51.560524381E-12	60.696557590E+6	1.899526867E+6	3.001100000E+0
2.791996637E+3	100.000001490E-3	1.646995268E-9	47.911112780E-12	60.716629520E+6	1.766247506E+6	3.001100000E+0
2.806996704E+3	100.000001490E-3	1.650799042E-9	65.633516010E-12	60.576726128E+6	2.408447922E+6	3.001300000E+0
2.821997406E+3	100.000001490E-3	1.621133605E-9	43.045374562E-12	61.685231377E+6	1.637905650E+6	3.001300000E+0
2.836997093E+3	100.000001490E-3	700.171073067E-12	5.203712369E-12	142.822240645E+6	1.061463246E+6	3.001300000E+0
2.856998168E+3	100.000001490E-3	703.823657620E-12	9.733044876E-12	142.081046023E+6	1.964812041E+6	3.001300000E+0
2.876997083E+3	100.000001490E-3	875.850497300E-12	373.430742674E-12	114.174738495E+6	48.679948830E+6	3.000100000E+0
2.896996978E+3	100.000001490E-3	1.689387618E-9	48.695555258E-12	59.193047468E+6	1.706203054E+6	3.000100000E+0
2.911997074E+3	100.000001490E-3	1.654274310E-9	43.951796401E-12	60.449467725E+6	1.606059335E+6	3.000100000E+0
2.926998248E+3	100.000001490E-3	1.659597974E-9	40.795958029E-12	60.255557691E+6	1.481191976E+6	3.000100000E+0
2.941996575E+3	100.000001490E-3	1.672322080E-9	75.421252182E-12	59.797094516E+6	2.696832027E+6	3.001300000E+0
2.956996614E+3	100.000001490E-3	1.661071015E-9	65.193574553E-12	60.202122959E+6	2.362807825E+6	3.001300000E+0
2.971997149E+3	100.000001490E-3	1.663835051E-9	46.213719261E-12	60.102112562E+6	1.669361489E+6	3.001300000E+0
2.986996565E+3	100.000001490E-3	1.635165052E-9	41.124044395E-12	61.155906780E+6	1.538057716E+6	3.001300000E+0
3.001997081E+3	100.000001490E-3	1.659068974E-9	55.060352184E-12	60.274770405E+6	2.000368965E+6	3.001300000E+0
