[Main]
Experiment = "RvsT"
Header length = 62    
Date = "20201125 12:40:44"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Temperature]
Initial temperature (K) = 3.000000E+2
Final temperature (K) = 4.000000E+2
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = FALSE
Go to other temperature at finish = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration3]
Voltage meter = "Keithley 6430"
Auto-range = "Manual"
GPIB = "GPIB0::9::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial current (A) = 1.000000E-9
Final current (A) = 1.000000E-9
Current step (A) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 6.000000E+1
Output limit (V) = 10.000000
Auto-range = 1
Manual range (A) = 0.000001
Check output compliance = "Skip data"
Inital delay (s) = 0.000000
Time (s)	Temperature (K)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
2.932179227E+3	315.917100000E+0	1.000000000E-9	194.481316740E-3	109.418655685E-3	889.809351667E-3	322.220945241E-3	221.838211709E-3	1.505349514E-3	194.481316740E+6	109.418655685E+6	889.809351667E+6	322.220945241E+6	221.838211709E+6	1.505349514E+6
3.116258020E+3	316.973300000E+0	1.000000000E-9	178.611157095E-3	100.941870243E-3	815.393316667E-3	310.705575168E-3	209.836501038E-3	1.118640215E-3	178.611157095E+6	100.941870243E+6	815.393316667E+6	310.705575168E+6	209.836501038E+6	1.118640215E+6
3.300627066E+3	317.973000000E+0	1.000000000E-9	165.446859688E-3	92.002236674E-3	748.325575000E-3	300.369270248E-3	202.539894996E-3	1.115087832E-3	165.446859688E+6	92.002236674E+6	748.325575000E+6	300.369270248E+6	202.539894996E+6	1.115087832E+6
3.484679100E+3	318.957200000E+0	1.000000000E-9	151.329475729E-3	84.863798077E-3	686.911595000E-3	286.509438565E-3	193.003432985E-3	937.356443721E-6	151.329475729E+6	84.863798077E+6	686.911595000E+6	286.509438565E+6	193.003432985E+6	937.356443721E+3
3.668858806E+3	319.963700000E+0	1.000000000E-9	140.164041650E-3	77.459611488E-3	629.378355000E-3	275.615227248E-3	182.075829622E-3	770.342328837E-6	140.164041650E+6	77.459611488E+6	629.378355000E+6	275.615227248E+6	182.075829622E+6	770.342328837E+3
3.851810290E+3	320.921300000E+0	1.000000000E-9	128.445041409E-3	71.464046882E-3	577.983936667E-3	263.423970618E-3	171.972670789E-3	724.969877266E-6	128.445041409E+6	71.464046882E+6	577.983936667E+6	263.423970618E+6	171.972670789E+6	724.969877266E+3
4.035242638E+3	321.914600000E+0	1.000000000E-9	118.965057521E-3	65.831520350E-3	531.757245000E-3	250.945041348E-3	162.073328781E-3	678.676420461E-6	118.965057521E+6	65.831520350E+6	531.757245000E+6	250.945041348E+6	162.073328781E+6	678.676420461E+3
4.218223102E+3	322.916400000E+0	1.000000000E-9	109.266303578E-3	60.488039961E-3	488.251338333E-3	235.360274905E-3	151.776686585E-3	528.800149254E-6	109.266303578E+6	60.488039961E+6	488.251338333E+6	235.360274905E+6	151.776686585E+6	528.800149254E+3
4.401584031E+3	323.914900000E+0	1.000000000E-9	101.955591402E-3	55.030000081E-3	449.319315000E-3	224.412457753E-3	141.444166354E-3	549.036629528E-6	101.955591402E+6	55.030000081E+6	449.319315000E+6	224.412457753E+6	141.444166354E+6	549.036629528E+3
4.584973465E+3	324.931500000E+0	1.000000000E-9	92.230549068E-3	50.490758232E-3	413.378738333E-3	210.243857381E-3	131.418585937E-3	567.810430372E-6	92.230549068E+6	50.490758232E+6	413.378738333E+6	210.243857381E+6	131.418585937E+6	567.810430372E+3
4.768185266E+3	325.910100000E+0	1.000000000E-9	85.653585120E-3	46.776212655E-3	380.855276667E-3	197.347780893E-3	122.266386256E-3	442.770505798E-6	85.653585120E+6	46.776212655E+6	380.855276667E+6	197.347780893E+6	122.266386256E+6	442.770505798E+3
4.952423657E+3	326.966900000E+0	1.000000000E-9	80.000809080E-3	43.286761949E-3	350.731560000E-3	186.509609476E-3	113.465178850E-3	485.731341003E-6	80.000809080E+6	43.286761949E+6	350.731560000E+6	186.509609476E+6	113.465178850E+6	485.731341003E+3
5.136479051E+3	327.954100000E+0	1.000000000E-9	77.033012120E-3	37.094342610E-3	323.044600000E-3	171.504384378E-3	107.160880404E-3	432.056778011E-6	77.033012120E+6	37.094342610E+6	323.044600000E+6	171.504384378E+6	107.160880404E+6	432.056778011E+3
5.320737353E+3	328.959400000E+0	1.000000000E-9	69.186306040E-3	36.717047703E-3	298.055443333E-3	162.100289351E-3	95.438442035E-3	434.251835457E-6	69.186306040E+6	36.717047703E+6	298.055443333E+6	162.100289351E+6	95.438442035E+6	434.251835457E+3
5.504166945E+3	329.908900000E+0	1.000000000E-9	64.110534775E-3	35.033695868E-3	274.994575000E-3	149.532843360E-3	87.525415673E-3	341.475065194E-6	64.110534775E+6	35.033695868E+6	274.994575000E+6	149.532843360E+6	87.525415673E+6	341.475065194E+3
5.688728671E+3	330.965400000E+0	1.000000000E-9	58.625607062E-3	30.979186664E-3	253.631455000E-3	138.784608373E-3	80.511688796E-3	438.455932608E-6	58.625607062E+6	30.979186664E+6	253.631455000E+6	138.784608373E+6	80.511688796E+6	438.455932608E+3
5.872702849E+3	331.959700000E+0	1.000000000E-9	53.741917137E-3	29.213776145E-3	234.427021667E-3	127.246149287E-3	73.475371786E-3	330.294321432E-6	53.741917137E+6	29.213776145E+6	234.427021667E+6	127.246149287E+6	73.475371786E+6	330.294321432E+3
6.056970819E+3	332.964900000E+0	1.000000000E-9	50.998002460E-3	27.627848140E-3	216.492726667E-3	117.234343908E-3	66.482101258E-3	389.640985801E-6	50.998002460E+6	27.627848140E+6	216.492726667E+6	117.234343908E+6	66.482101258E+6	389.640985801E+3
6.240236993E+3	333.920800000E+0	1.000000000E-9	46.393230407E-3	24.608713298E-3	200.074168333E-3	108.023171909E-3	60.316301780E-3	291.858109460E-6	46.393230407E+6	24.608713298E+6	200.074168333E+6	108.023171909E+6	60.316301780E+6	291.858109460E+3
6.424578849E+3	334.958100000E+0	1.000000000E-9	43.476688871E-3	23.580588018E-3	185.033531667E-3	98.055751100E-3	54.772941477E-3	345.474795810E-6	43.476688871E+6	23.580588018E+6	185.033531667E+6	98.055751100E+6	54.772941477E+6	345.474795810E+3
6.608800586E+3	335.975800000E+0	1.000000000E-9	40.323999684E-3	21.637135458E-3	171.221941667E-3	89.680305508E-3	49.751202321E-3	268.429680276E-6	40.323999684E+6	21.637135458E+6	171.221941667E+6	89.680305508E+6	49.751202321E+6	268.429680276E+3
6.792056407E+3	336.910700000E+0	1.000000000E-9	36.881039439E-3	19.930896350E-3	158.422928333E-3	81.579829377E-3	44.626872462E-3	264.416244067E-6	36.881039439E+6	19.930896350E+6	158.422928333E+6	81.579829377E+6	44.626872462E+6	264.416244067E+3
6.976229641E+3	337.946500000E+0	1.000000000E-9	33.898444562E-3	18.407409278E-3	146.669350000E-3	73.555487832E-3	40.297344537E-3	284.045990893E-6	33.898444562E+6	18.407409278E+6	146.669350000E+6	73.555487832E+6	40.297344537E+6	284.045990893E+3
7.160217803E+3	338.947400000E+0	1.000000000E-9	32.323621542E-3	17.302566277E-3	135.891305000E-3	65.865110645E-3	36.613841102E-3	241.368831254E-6	32.323621542E+6	17.302566277E+6	135.891305000E+6	65.865110645E+6	36.613841102E+6	241.368831254E+3
7.344477071E+3	339.947900000E+0	1.000000000E-9	29.581192918E-3	16.004594052E-3	125.964515000E-3	60.248159391E-3	32.945706875E-3	216.907952536E-6	29.581192918E+6	16.004594052E+6	125.964515000E+6	60.248159391E+6	32.945706875E+6	216.907952536E+3
7.528829644E+3	340.932500000E+0	1.000000000E-9	27.680852497E-3	14.700291408E-3	116.699461667E-3	54.654199494E-3	29.154533567E-3	193.824307605E-6	27.680852497E+6	14.700291408E+6	116.699461667E+6	54.654199494E+6	29.154533567E+6	193.824307605E+3
7.712911658E+3	341.963900000E+0	1.000000000E-9	26.070047787E-3	13.966386350E-3	108.346921667E-3	49.148985381E-3	26.423214001E-3	163.491541663E-6	26.070047787E+6	13.966386350E+6	108.346921667E+6	49.148985381E+6	26.423214001E+6	163.491541663E+3
7.897664845E+3	342.966400000E+0	1.000000000E-9	24.513457353E-3	12.451422730E-3	100.407823000E-3	44.160804076E-3	23.704800986E-3	188.865966150E-6	24.513457353E+6	12.451422730E+6	100.407823000E+6	44.160804076E+6	23.704800986E+6	188.865966150E+3
8.082495862E+3	343.964700000E+0	1.000000000E-9	23.124191098E-3	11.580100395E-3	93.300245500E-3	39.182506138E-3	21.919375925E-3	181.193397364E-6	23.124191098E+6	11.580100395E+6	93.300245500E+6	39.182506138E+6	21.919375925E+6	181.193397364E+3
8.266702609E+3	344.952100000E+0	1.000000000E-9	20.929796395E-3	11.215309258E-3	86.622519833E-3	35.550290741E-3	19.065651983E-3	108.317943000E-6	20.929796395E+6	11.215309258E+6	86.622519833E+6	35.550290741E+6	19.065651983E+6	108.317943000E+3
8.450794581E+3	345.932500000E+0	1.000000000E-9	19.371892248E-3	9.774378907E-3	80.485306000E-3	31.986116958E-3	17.148464564E-3	162.674356489E-6	19.371892248E+6	9.774378907E+6	80.485306000E+6	31.986116958E+6	17.148464564E+6	162.674356489E+3
8.635226252E+3	346.953500000E+0	1.000000000E-9	17.925423783E-3	9.555142153E-3	74.862564333E-3	28.608470630E-3	15.359193768E-3	147.708514126E-6	17.925423783E+6	9.555142153E+6	74.862564333E+6	28.608470630E+6	15.359193768E+6	147.708514126E+3
8.819583313E+3	347.929100000E+0	1.000000000E-9	17.014963698E-3	8.928463968E-3	69.560986000E-3	25.604905445E-3	13.837056168E-3	160.861614979E-6	17.014963698E+6	8.928463968E+6	69.560986000E+6	25.604905445E+6	13.837056168E+6	160.861614979E+3
9.004702974E+3	348.963000000E+0	1.000000000E-9	15.609769262E-3	8.503032555E-3	64.701508500E-3	22.998817073E-3	12.348497643E-3	144.170101567E-6	15.609769262E+6	8.503032555E+6	64.701508500E+6	22.998817073E+6	12.348497643E+6	144.170101567E+3
9.189269902E+3	349.948100000E+0	1.000000000E-9	14.838539315E-3	7.722733710E-3	60.174709500E-3	20.979024108E-3	11.152454039E-3	96.089496911E-6	14.838539315E+6	7.722733710E+6	60.174709500E+6	20.979024108E+6	11.152454039E+6	96.089496911E+3
9.373858857E+3	350.954600000E+0	1.000000000E-9	13.800837733E-3	7.202907823E-3	56.056299833E-3	18.526280685E-3	9.850191175E-3	107.574555833E-6	13.800837733E+6	7.202907823E+6	56.056299833E+6	18.526280685E+6	9.850191175E+6	107.574555833E+3
9.558032929E+3	351.928900000E+0	1.000000000E-9	12.748667952E-3	6.842902833E-3	52.227607333E-3	16.475801580E-3	8.699561099E-3	110.182693779E-6	12.748667952E+6	6.842902833E+6	52.227607333E+6	16.475801580E+6	8.699561099E+6	110.182693779E+3
9.741866815E+3	352.909200000E+0	1.000000000E-9	11.960947098E-3	6.422060170E-3	48.688360167E-3	15.253990700E-3	7.989999799E-3	87.716030525E-6	11.960947098E+6	6.422060170E+6	48.688360167E+6	15.253990700E+6	7.989999799E+6	87.716030525E+3
9.926046809E+3	353.910000000E+0	1.000000000E-9	11.208200280E-3	5.850905942E-3	45.393993500E-3	13.379096332E-3	7.244642862E-3	61.750898238E-6	11.208200280E+6	5.850905942E+6	45.393993500E+6	13.379096332E+6	7.244642862E+6	61.750898238E+3
10.110296206E+3	354.926300000E+0	1.000000000E-9	10.464596527E-3	5.456078875E-3	42.301365333E-3	11.999883523E-3	6.540336376E-3	76.972553614E-6	10.464596527E+6	5.456078875E+6	42.301365333E+6	11.999883523E+6	6.540336376E+6	76.972553614E+3
10.294336318E+3	355.922000000E+0	1.000000000E-9	9.563387932E-3	5.019117552E-3	39.447641500E-3	10.637413675E-3	5.664915184E-3	88.813298081E-6	9.563387932E+6	5.019117552E+6	39.447641500E+6	10.637413675E+6	5.664915184E+6	88.813298081E+3
10.479475939E+3	356.967700000E+0	1.000000000E-9	9.305518763E-3	4.618273322E-3	36.810089333E-3	9.584656457E-3	5.215610328E-3	77.669781288E-6	9.305518763E+6	4.618273322E+6	36.810089333E+6	9.584656457E+6	5.215610328E+6	77.669781288E+3
10.664365792E+3	357.960800000E+0	1.000000000E-9	8.508654167E-3	4.436373597E-3	34.346463667E-3	8.579245844E-3	4.620649987E-3	83.323183566E-6	8.508654167E+6	4.436373597E+6	34.346463667E+6	8.579245844E+6	4.620649987E+6	83.323183566E+3
10.848609146E+3	358.915900000E+0	1.000000000E-9	8.202337865E-3	4.259437467E-3	32.104487000E-3	7.707275160E-3	4.257467859E-3	63.804641803E-6	8.202337865E+6	4.259437467E+6	32.104487000E+6	7.707275160E+6	4.257467859E+6	63.804641803E+3
11.032524380E+3	359.907700000E+0	1.000000000E-9	7.580458708E-3	3.829585590E-3	29.990245333E-3	6.886080834E-3	3.783819028E-3	67.033903196E-6	7.580458708E+6	3.829585590E+6	29.990245333E+6	6.886080834E+6	3.783819028E+6	67.033903196E+3
11.216921652E+3	360.918500000E+0	1.000000000E-9	7.068652900E-3	3.553722340E-3	27.999997167E-3	6.159490353E-3	3.324626571E-3	76.318421531E-6	7.068652900E+6	3.553722340E+6	27.999997167E+6	6.159490353E+6	3.324626571E+6	76.318421531E+3
11.402351158E+3	361.962900000E+0	1.000000000E-9	6.659295797E-3	3.296267662E-3	26.211682000E-3	5.607207324E-3	2.866967890E-3	60.478956392E-6	6.659295797E+6	3.296267662E+6	26.211682000E+6	5.607207324E+6	2.866967890E+6	60.478956392E+3
11.586599777E+3	362.914900000E+0	1.000000000E-9	6.146789282E-3	3.056745560E-3	24.477695333E-3	4.939046121E-3	2.683227810E-3	54.002002462E-6	6.146789282E+6	3.056745560E+6	24.477695333E+6	4.939046121E+6	2.683227810E+6	54.002002462E+3
11.771854534E+3	363.960800000E+0	1.000000000E-9	5.622659767E-3	3.035669775E-3	22.905511167E-3	4.384223317E-3	2.348687849E-3	78.547810488E-6	5.622659767E+6	3.035669775E+6	22.905511167E+6	4.384223317E+6	2.348687849E+6	78.547810488E+3
11.955771831E+3	364.906200000E+0	1.000000000E-9	5.303721957E-3	2.805119215E-3	21.457507000E-3	4.026919440E-3	2.052885177E-3	111.964106079E-6	5.303721957E+6	2.805119215E+6	21.457507000E+6	4.026919440E+6	2.052885177E+6	111.964106079E+3
12.141383403E+3	365.946000000E+0	1.000000000E-9	5.031842813E-3	2.518296175E-3	20.064492000E-3	3.569713402E-3	1.920290261E-3	57.823418515E-6	5.031842813E+6	2.518296175E+6	20.064492000E+6	3.569713402E+6	1.920290261E+6	57.823418515E+3
12.326446342E+3	366.954300000E+0	1.000000000E-9	4.725365368E-3	2.472983832E-3	18.807307667E-3	3.228870189E-3	1.714288579E-3	50.681019290E-6	4.725365368E+6	2.472983832E+6	18.807307667E+6	3.228870189E+6	1.714288579E+6	50.681019290E+3
12.511664406E+3	367.946100000E+0	1.000000000E-9	4.486248467E-3	2.353184573E-3	17.607987333E-3	2.757036923E-3	1.599055572E-3	34.214065072E-6	4.486248467E+6	2.353184573E+6	17.607987333E+6	2.757036923E+6	1.599055572E+6	34.214065072E+3
12.696813436E+3	368.949800000E+0	1.000000000E-9	4.192847847E-3	2.131518768E-3	16.525656833E-3	2.460911211E-3	1.290454391E-3	54.180156274E-6	4.192847847E+6	2.131518768E+6	16.525656833E+6	2.460911211E+6	1.290454391E+6	54.180156274E+3
12.882124809E+3	369.913500000E+0	1.000000000E-9	3.900754713E-3	2.069460415E-3	15.474001667E-3	2.255073748E-3	1.090431726E-3	50.341318897E-6	3.900754713E+6	2.069460415E+6	15.474001667E+6	2.255073748E+6	1.090431726E+6	50.341318897E+3
13.067402540E+3	370.926800000E+0	1.000000000E-9	3.724640652E-3	1.916196212E-3	14.536596200E-3	1.874612826E-3	989.167608614E-6	51.092293181E-6	3.724640652E+6	1.916196212E+6	14.536596200E+6	1.874612826E+6	989.167608614E+3	51.092293181E+3
13.252778767E+3	371.959300000E+0	1.000000000E-9	3.472499697E-3	1.804420070E-3	13.631133750E-3	1.678924414E-3	883.942198328E-6	45.190981815E-6	3.472499697E+6	1.804420070E+6	13.631133750E+6	1.678924414E+6	883.942198328E+3	45.190981815E+3
13.439245702E+3	372.967600000E+0	1.000000000E-9	3.234558788E-3	1.653878075E-3	12.796009167E-3	1.476370041E-3	725.814858696E-6	36.121776959E-6	3.234558788E+6	1.653878075E+6	12.796009167E+6	1.476370041E+6	725.814858696E+3	36.121776959E+3
13.624503596E+3	373.913900000E+0	1.000000000E-9	3.056106364E-3	1.579279141E-3	12.001820383E-3	1.439456564E-3	737.594499638E-6	46.641148139E-6	3.056106364E+6	1.579279141E+6	12.001820383E+6	1.439456564E+6	737.594499638E+3	46.641148139E+3
13.809774930E+3	374.937400000E+0	1.000000000E-9	2.869173693E-3	1.501759374E-3	11.277291383E-3	1.181329529E-3	732.570464099E-6	25.837761822E-6	2.869173693E+6	1.501759374E+6	11.277291383E+6	1.181329529E+6	732.570464099E+3	25.837761822E+3
13.995395414E+3	375.937500000E+0	1.000000000E-9	2.684442330E-3	1.314538243E-3	10.607663550E-3	1.016404810E-3	653.907730078E-6	37.833683248E-6	2.684442330E+6	1.314538243E+6	10.607663550E+6	1.016404810E+6	653.907730078E+3	37.833683248E+3
14.180695585E+3	376.931400000E+0	1.000000000E-9	2.544206309E-3	1.278820553E-3	9.972581600E-3	878.526684825E-6	670.254758179E-6	39.195376591E-6	2.544206309E+6	1.278820553E+6	9.972581600E+6	878.526684825E+3	670.254758179E+3	39.195376591E+3
14.365908045E+3	377.917500000E+0	1.000000000E-9	2.370661768E-3	1.155260442E-3	9.367195767E-3	947.066761227E-6	567.868503364E-6	55.454826948E-6	2.370661768E+6	1.155260442E+6	9.367195767E+6	947.066761227E+3	567.868503364E+3	55.454826948E+3
14.550955610E+3	378.928200000E+0	1.000000000E-9	2.252578528E-3	1.148345206E-3	8.808223050E-3	716.893548143E-6	541.453296608E-6	45.043145565E-6	2.252578528E+6	1.148345206E+6	8.808223050E+6	716.893548143E+3	541.453296608E+3	45.043145565E+3
14.736354081E+3	379.942000000E+0	1.000000000E-9	2.050358372E-3	1.143452519E-3	8.288490033E-3	789.816457269E-6	498.840330023E-6	47.791873954E-6	2.050358372E+6	1.143452519E+6	8.288490033E+6	789.816457269E+3	498.840330023E+3	47.791873954E+3
14.922019713E+3	380.941900000E+0	1.000000000E-9	1.977541858E-3	1.002246652E-3	7.800455500E-3	648.750479992E-6	422.163076580E-6	53.100648882E-6	1.977541858E+6	1.002246652E+6	7.800455500E+6	648.750479992E+3	422.163076580E+3	53.100648882E+3
15.107483148E+3	381.946000000E+0	1.000000000E-9	1.893245685E-3	960.476564500E-6	7.347269133E-3	544.721131527E-6	487.232603256E-6	28.866171128E-6	1.893245685E+6	960.476564500E+3	7.347269133E+6	544.721131527E+3	487.232603256E+3	28.866171128E+3
15.292512842E+3	382.929300000E+0	1.000000000E-9	1.734520406E-3	920.345731167E-6	6.934970672E-3	661.606279090E-6	511.172072415E-6	34.732989082E-6	1.734520406E+6	920.345731167E+3	6.934970672E+6	661.606279090E+3	511.172072415E+3	34.732989082E+3
15.477810013E+3	383.940200000E+0	1.000000000E-9	1.647811175E-3	856.026864833E-6	6.532214252E-3	584.316893573E-6	419.310581387E-6	44.232346467E-6	1.647811175E+6	856.026864833E+3	6.532214252E+6	584.316893573E+3	419.310581387E+3	44.232346467E+3
15.662979370E+3	384.938400000E+0	1.000000000E-9	1.538504502E-3	811.693913667E-6	6.160750748E-3	609.139640627E-6	406.129975717E-6	30.758809742E-6	1.538504502E+6	811.693913667E+3	6.160750748E+6	609.139640627E+3	406.129975717E+3	30.758809742E+3
15.848494674E+3	385.906200000E+0	1.000000000E-9	1.451630396E-3	765.412997167E-6	5.817599092E-3	561.465202565E-6	482.783581485E-6	38.385772108E-6	1.451630396E+6	765.412997167E+3	5.817599092E+6	561.465202565E+3	482.783581485E+3	38.385772108E+3
16.034658066E+3	386.937700000E+0	1.000000000E-9	1.390495555E-3	721.511304167E-6	5.483829305E-3	523.685721846E-6	422.352626766E-6	20.443556871E-6	1.390495554E+6	721.511304167E+3	5.483829305E+6	523.685721846E+3	422.352626766E+3	20.443556871E+3
16.220147414E+3	387.891700000E+0	1.000000000E-9	1.311030125E-3	662.858738000E-6	5.175281613E-3	561.784877648E-6	433.607249564E-6	28.716890616E-6	1.311030125E+6	662.858738000E+3	5.175281613E+6	561.784877648E+3	433.607249564E+3	28.716890616E+3
16.406415360E+3	388.931200000E+0	1.000000000E-9	1.217415295E-3	643.631589500E-6	4.888413950E-3	537.231090316E-6	379.522849357E-6	39.083724561E-6	1.217415295E+6	643.631589500E+3	4.888413950E+6	537.231090316E+3	379.522849357E+3	39.083724561E+3
