[Main]
Experiment = "RvsT"
Header length = 62    
Date = "20201212 13:17:15"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Temperature]
Initial temperature (K) = 4.000000E+2
Final temperature (K) = 3.000000E+2
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = FALSE
Go to other temperature at finish = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration3]
Voltage meter = "Keithley 6430"
Auto-range = "Manual"
GPIB = "GPIB0::9::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial current (A) = 1.000000E-8
Final current (A) = 1.000000E-8
Current step (A) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 10.000000
Auto-range = 1
Manual range (A) = 0.000001
Check output compliance = "Skip data"
Inital delay (s) = 0.000000
Time (s)	Temperature (K)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
501.031614780E+0	390.062600000E+0	10.000000041E-9	1.921279443E-3	3.280100694E-3	1.656641867E+0	506.398457999E-6	640.075924392E-6	157.617908260E-3	192.127943519E+3	328.010068033E+3	165.664185993E+6	50.639845594E+3	64.007592179E+3	15.761790762E+6
549.009154320E+0	389.100200000E+0	10.000000041E-9	1.824824347E-3	3.170918857E-3	1.764669400E+0	445.704278470E-6	611.705115801E-6	166.518718080E-3	182.482433941E+3	317.091884444E+3	176.466939282E+6	44.570427666E+3	61.170511331E+3	16.651871740E+6
596.013478756E+0	388.109000000E+0	10.000000041E-9	1.763026928E-3	3.011255351E-3	1.886953783E+0	529.158855156E-6	546.432567547E-6	176.111875413E-3	176.302692033E+3	301.125533892E+3	188.695377566E+6	52.915885300E+3	54.643256533E+3	17.611187470E+6
643.929762840E+0	387.083600000E+0	10.000000041E-9	1.707235600E-3	2.862999867E-3	2.018419267E+0	536.864293363E-6	552.758720184E-6	186.742477351E-3	170.723559256E+3	286.299985569E+3	201.841925846E+6	53.686429118E+3	55.275871794E+3	18.674247659E+6
690.865171909E+0	386.107100000E+0	10.000000041E-9	1.567600654E-3	2.716838452E-3	2.161053567E+0	450.003213286E-6	540.052541555E-6	197.983602288E-3	156.760064763E+3	271.683844112E+3	216.105355788E+6	45.000321146E+3	54.005253936E+3	19.798360148E+6
737.518048763E+0	385.101500000E+0	10.000000041E-9	1.523909462E-3	2.557897575E-3	2.318441300E+0	447.975972646E-6	482.571439135E-6	210.308310020E-3	152.390945597E+3	255.789756493E+3	231.844129057E+6	44.797597082E+3	48.257143717E+3	21.030830916E+6
783.824382305E+0	384.125500000E+0	10.000000041E-9	1.447859801E-3	2.461363307E-3	2.493732433E+0	462.888968675E-6	464.666208670E-6	224.408732929E-3	144.785979545E+3	246.136329716E+3	249.373242319E+6	46.288896679E+3	46.466620678E+3	22.440873202E+6
830.366111755E+0	383.089700000E+0	10.000000041E-9	1.393710483E-3	2.378707502E-3	2.696048050E+0	473.001759264E-6	424.520554829E-6	240.544521155E-3	139.371047750E+3	237.870749216E+3	269.604803904E+6	47.300175734E+3	42.452055310E+3	24.054452018E+6
876.105784416E+0	382.126300000E+0	10.000000041E-9	1.359400695E-3	2.399478373E-3	2.911926283E+0	441.435295083E-6	360.202788894E-6	260.137819882E-3	135.940068964E+3	239.947836274E+3	291.192627149E+6	44.143529329E+3	36.020278743E+3	26.013781882E+6
921.517027855E+0	381.124500000E+0	10.000000041E-9	1.437974922E-3	2.509876161E-3	3.171556917E+0	436.333205617E-6	421.450589906E-6	285.974201786E-3	143.797491649E+3	250.987615079E+3	317.155690377E+6	43.633320384E+3	42.145058819E+3	28.597420062E+6
968.048736572E+0	380.102200000E+0	10.000000041E-9	1.565356622E-3	2.670564534E-3	3.459181533E+0	411.187306148E-6	476.264456073E-6	312.938897364E-3	156.535661564E+3	267.056452331E+3	345.918151927E+6	41.118730448E+3	47.626445414E+3	31.293889609E+6
1.014449328E+3	379.094300000E+0	10.000000041E-9	1.707663278E-3	2.931466961E-3	3.784326900E+0	468.578855396E-6	591.574293217E-6	347.553544822E-3	170.766327139E+3	293.146694908E+3	378.432688461E+6	46.857885349E+3	59.157429081E+3	34.755354341E+6
1.058650317E+3	378.122100000E+0	10.000000041E-9	1.854229759E-3	3.101356962E-3	4.140079100E+0	566.627048016E-6	627.484975373E-6	391.937353525E-3	185.422975196E+3	310.135694939E+3	414.007908317E+6	56.662704571E+3	62.748497282E+3	39.193735193E+6
1.102046131E+3	377.126400000E+0	10.000000041E-9	1.955985746E-3	3.385676983E-3	4.518080167E+0	626.730454270E-6	746.628878981E-6	446.852464127E-3	195.598573805E+3	338.567696940E+3	451.808014830E+6	62.673045172E+3	74.662887595E+3	44.685246231E+6
1.146011957E+3	376.116800000E+0	10.000000041E-9	2.150187075E-3	3.626526644E-3	4.910303517E+0	688.065744597E-6	774.430572658E-6	514.425120514E-3	215.018706609E+3	362.652662925E+3	491.030349670E+6	68.806574180E+3	77.443056951E+3	51.442511842E+6
1.190038153E+3	375.120900000E+0	10.000000041E-9	2.348602711E-3	3.876037075E-3	5.303044650E+0	831.334157618E-6	846.439596751E-6	594.273160580E-3	234.860270112E+3	387.603705891E+3	530.304462844E+6	83.133415424E+3	84.643959331E+3	59.427315816E+6
1.234199356E+3	374.094200000E+0	10.000000041E-9	2.518733851E-3	4.185325312E-3	5.692254200E+0	1.044385331E-3	1.037012234E-3	681.569579847E-3	251.873384109E+3	418.532529465E+3	569.225417685E+6	104.438532649E+3	103.701222993E+3	68.156957708E+6
1.278480111E+3	373.114300000E+0	10.000000041E-9	2.698955944E-3	4.436835795E-3	6.055660100E+0	1.122535345E-3	1.157277865E-3	776.564934333E-3	269.895593286E+3	443.683577679E+3	605.566007538E+6	112.253534061E+3	115.727786025E+3	77.656493118E+6
1.323816360E+3	372.082900000E+0	10.000000041E-9	2.920801357E-3	4.791407070E-3	6.424267167E+0	1.259739371E-3	1.471117011E-3	879.535623005E-3	292.080134479E+3	479.140705035E+3	642.426714054E+6	125.973936594E+3	147.111700471E+3	87.953561943E+6
1.369233412E+3	371.100000000E+0	10.000000041E-9	3.277946580E-3	5.572757271E-3	6.795816500E+0	1.353685172E-3	1.408646175E-3	996.788655354E-3	327.794656667E+3	557.275724784E+3	679.581647237E+6	135.368516653E+3	140.864616971E+3	99.678865130E+6
1.413615746E+3	370.116100000E+0	10.000000041E-9	4.022593383E-3	6.432796227E-3	7.106889967E+0	1.725031340E-3	1.765053744E-3	1.084794610E+0	402.259336714E+3	643.279620084E+3	710.688993777E+6	172.503133309E+3	176.505373648E+3	108.479460569E+6
1.458892490E+3	369.100400000E+0	10.000000041E-9	4.405734305E-3	6.799256946E-3	7.485237633E+0	1.842232551E-3	1.981748014E-3	1.225837694E+0	440.573428709E+3	679.925691785E+3	748.523760290E+6	184.223254385E+3	198.174800623E+3	122.583768905E+6
1.504388692E+3	368.091500000E+0	10.000000041E-9	4.655365603E-3	6.950441900E-3	7.873077583E+0	2.109101443E-3	2.217593392E-3	1.368492830E+0	465.536558440E+3	695.044187124E+3	787.307755132E+6	210.910143402E+3	221.759338292E+3	136.849282482E+6
1.550192551E+3	367.077700000E+0	10.000000041E-9	4.531159993E-3	7.029735425E-3	8.285820667E+0	2.189798948E-3	2.269512832E-3	1.497463473E+0	453.115997491E+3	702.973539675E+3	828.582063298E+6	218.979893926E+3	226.951282287E+3	149.746346718E+6
1.595386171E+3	366.104800000E+0	10.000000041E-9	4.645291915E-3	7.097661612E-3	8.589091467E+0	2.816492514E-3	2.735914844E-3	1.541803174E+0	464.529189611E+3	709.766158314E+3	858.909143174E+6	281.649250274E+3	273.591483252E+3	154.180316798E+6
1.640732172E+3	365.094700000E+0	10.000000041E-9	4.641374630E-3	7.282173850E-3	8.805311217E+0	2.904726525E-3	3.199579671E-3	1.526472966E+0	464.137461113E+3	728.217382022E+3	880.531118086E+6	290.472651284E+3	319.957965827E+3	152.647295946E+6
1.685943075E+3	364.098300000E+0	10.000000041E-9	4.714034793E-3	7.422274300E-3	8.968263467E+0	3.276811099E-3	3.478863035E-3	1.489216897E+0	471.403477417E+3	742.227426999E+3	896.826343020E+6	327.681108533E+3	347.886302076E+3	148.921689115E+6
1.732087426E+3	363.090700000E+0	10.000000041E-9	4.715261017E-3	7.363630837E-3	9.101070600E+0	3.680770490E-3	3.686000786E-3	1.439583241E+0	471.526099749E+3	736.363080723E+3	910.107056299E+6	368.077047512E+3	368.600077080E+3	143.958323491E+6
1.777536669E+3	362.084500000E+0	10.000000041E-9	4.865092398E-3	7.551036078E-3	9.205579133E+0	4.136107153E-3	4.107991469E-3	1.384747967E+0	486.509237855E+3	755.103604713E+3	920.557909590E+6	413.610713580E+3	410.799145224E+3	138.474796166E+6
1.822923357E+3	361.102700000E+0	10.000000041E-9	4.894609635E-3	7.575066648E-3	9.285300333E+0	4.523678176E-3	4.535778525E-3	1.334975004E+0	489.460961510E+3	757.506661687E+3	928.530029558E+6	452.367815743E+3	453.577850631E+3	133.497499813E+6
1.868378993E+3	360.092300000E+0	10.000000041E-9	4.844486415E-3	7.659394640E-3	9.346389500E+0	5.160624795E-3	5.136813597E-3	1.296618580E+0	484.448639530E+3	765.939460919E+3	934.638946200E+6	516.062477431E+3	513.681357566E+3	129.661857477E+6
1.913741754E+3	359.116500000E+0	10.000000041E-9	4.971246365E-3	7.687633798E-3	9.396651750E+0	5.480897823E-3	5.590426653E-3	1.258390463E+0	497.124634479E+3	768.763376674E+3	939.665171179E+6	548.089780094E+3	559.042663064E+3	125.839045782E+6
1.959101013E+3	358.094800000E+0	10.000000041E-9	5.056202697E-3	7.912687915E-3	9.442869733E+0	6.240388437E-3	6.215829389E-3	1.217720720E+0	505.620267611E+3	791.268788283E+3	944.286969494E+6	624.038841204E+3	621.582936391E+3	121.772071527E+6
2.004261599E+3	357.115100000E+0	10.000000041E-9	5.064544000E-3	7.980097624E-3	9.477475300E+0	7.009204519E-3	6.740917958E-3	1.190725190E+0	506.454397941E+3	798.009759122E+3	947.747526146E+6	700.920449015E+3	674.091793082E+3	119.072518537E+6
2.049515014E+3	356.082100000E+0	10.000000041E-9	5.280682553E-3	8.222411800E-3	9.519148967E+0	7.691655427E-3	7.454689693E-3	1.134553273E+0	528.068253186E+3	822.241176623E+3	951.914892796E+6	769.165539563E+3	745.468966233E+3	113.455326844E+6
2.095125417E+3	355.095900000E+0	10.000000041E-9	5.316574373E-3	8.165191100E-3	9.539646000E+0	8.435270318E-3	8.319088710E-3	1.128370960E+0	531.657435172E+3	816.519106680E+3	953.964596121E+6	843.527028411E+3	831.908867574E+3	112.837095555E+6
2.140445588E+3	354.075100000E+0	10.000000041E-9	5.330093807E-3	8.520889861E-3	9.567644833E+0	9.493456235E-3	9.359235509E-3	1.091945483E+0	533.009378499E+3	852.088982635E+3	956.764479443E+6	949.345619600E+3	935.923547140E+3	109.194547824E+6
2.185933330E+3	353.084700000E+0	10.000000041E-9	5.238651530E-3	8.573071188E-3	9.587343517E+0	10.484832521E-3	10.289760460E-3	1.074360045E+0	523.865150870E+3	857.307115347E+3	958.734347768E+6	1.048483248E+6	1.028976042E+6	107.436004093E+6
2.231282083E+3	352.098900000E+0	10.000000041E-9	5.650809368E-3	8.506772752E-3	9.617374133E+0	11.769665352E-3	11.402909587E-3	1.016109333E+0	565.080934536E+3	850.677271708E+3	961.737409423E+6	1.176966530E+6	1.140290954E+6	101.610932915E+6
2.276522610E+3	351.078600000E+0	10.000000041E-9	5.505691022E-3	8.940857325E-3	9.631414117E+0	12.964155661E-3	12.706421889E-3	1.005816368E+0	550.569099928E+3	894.085728865E+3	963.141407750E+6	1.296415561E+6	1.270642184E+6	100.581636344E+6
2.321654276E+3	350.092100000E+0	10.000000041E-9	5.731541832E-3	8.915519562E-3	9.646574467E+0	14.410550341E-3	14.170215471E-3	985.746891989E-3	573.154180836E+3	891.551952541E+3	964.657442744E+6	1.441055028E+6	1.417021541E+6	98.574688798E+6
2.365824751E+3	349.112700000E+0	10.000000041E-9	6.020236632E-3	9.284365077E-3	9.660674433E+0	16.217191794E-3	15.614912879E-3	965.670550143E-3	602.023660719E+3	928.436503892E+3	966.067439405E+6	1.621719173E+6	1.561491282E+6	96.567054622E+6
2.410169838E+3	348.109200000E+0	10.000000041E-9	5.940922097E-3	9.543074390E-3	9.668891167E+0	18.198032222E-3	17.330305066E-3	962.091872104E-3	594.092207251E+3	954.307435120E+3	966.889112735E+6	1.819803215E+6	1.733030500E+6	96.209186819E+6
2.454291340E+3	347.091700000E+0	10.000000041E-9	5.977240573E-3	9.692377600E-3	9.680966183E+0	20.091833036E-3	19.461656356E-3	940.357224529E-3	597.724054903E+3	969.237756059E+3	968.096614397E+6	2.009183295E+6	1.946165628E+6	94.035722071E+6
2.499547006E+3	346.073600000E+0	10.000000041E-9	6.080493427E-3	9.891071478E-3	9.687261333E+0	22.367784657E-3	21.651025698E-3	939.723713115E-3	608.049340194E+3	989.107143811E+3	968.726129394E+6	2.236778457E+6	2.165102561E+6	93.972370929E+6
2.544065260E+3	345.107200000E+0	10.000000041E-9	6.481908220E-3	10.090040765E-3	9.691492950E+0	25.093557029E-3	24.152063179E-3	944.340609347E-3	648.190819364E+3	1.009004072E+6	969.149291059E+6	2.509355693E+6	2.415206308E+6	94.434060551E+6
2.589275781E+3	344.063600000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.634511221E+3	343.088700000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.679681108E+3	342.072200000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.723908383E+3	341.117100000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.769090873E+3	340.080300000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.813418128E+3	339.109000000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.858791417E+3	338.079200000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.903794023E+3	337.095300000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.949020499E+3	336.080700000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.994312288E+3	335.080400000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.039617426E+3	334.056700000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.083896165E+3	333.113900000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.129487536E+3	332.055100000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.174853880E+3	331.054900000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.219016667E+3	330.103900000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.264335643E+3	329.073400000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.308534380E+3	328.116400000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.353576465E+3	327.079400000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.398899990E+3	326.072100000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.444332406E+3	325.069000000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.488715530E+3	324.103800000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.534018545E+3	323.063300000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.579185208E+3	322.075900000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.623177212E+3	321.107600000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.667417125E+3	320.107300000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.711700622E+3	319.106000000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.755958179E+3	318.110000000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.799895725E+3	317.099800000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.844040479E+3	316.107900000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.888229029E+3	315.110300000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.933363967E+3	314.076800000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.978746069E+3	313.046200000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.022924719E+3	312.115400000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.067030911E+3	311.107200000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.111474922E+3	310.091000000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.156496532E+3	309.064800000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.201305238E+3	308.063000000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.246237867E+3	307.062600000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.290534330E+3	306.084800000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.334617948E+3	305.092300000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.378925665E+3	304.101300000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.422845728E+3	303.101000000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.467951458E+3	302.071500000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.512231063E+3	301.096100000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.556329174E+3	300.092500000E+0	10.000000041E-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
